weeks,M,T,W,R,F,Sa,Su,target,bins
729,0.006844087552006606,0.016908161969438673,0.0014891812633042179,0.011834502289861604,0.0022034749767056994,0.0,0.0,0.008765556393868223,3.0
730,0.008765556393868223,-0.000727580986501053,0.014092460864882028,-0.0017956549211755046,-0.0010790074658197923,0.0,0.0,0.003233320686803154,3.0
731,0.003233320686803154,0.010702921036426005,0.007072165561456956,0.005972306653421633,0.008023723661579218,0.0,0.0,0.0027759143721466373,3.0
732,0.0027759143721466373,-0.008001496939798791,0.001396244554928927,0.008336255031443862,-0.0034650068597805728,0.0,0.0,0.0,2.0
733,0.0,-0.0052201265874121106,0.00034887841574882117,0.0017424642118770706,-0.001045176882689347,0.0,0.0,-0.007697665640487017,1.0
734,-0.007697665640487017,-0.0024617982724155496,0.004566977997258803,-0.0056238320454582436,0.004922632850866471,0.0,0.0,0.008730629745326901,3.0
735,0.008730629745326901,-0.0010437224921435728,-0.001393222142947792,-0.010511659729385947,-0.005297557972094857,0.0,0.0,-0.001772107536704759,1.0
736,-0.001772107536704759,-0.0035536640856399515,0.00035595658346210257,-0.014337163146406873,0.0018034269991504814,0.0,0.0,0.0028786922264183445,3.0
737,0.0028786922264183445,-0.003960314807116561,0.006472471215574593,0.0003583802185822549,0.0007162679466281574,0.0,0.0,-0.005744992461723442,1.0
738,-0.005744992461723442,-0.005054249026535729,0.0028912850234483756,0.00432115189114235,0.0,0.0,0.0,0.004302667182246367,3.0
739,0.004302667182246367,0.004996420155129577,-0.005712282763707499,-0.006825943735260687,0.0,0.0,0.0,-0.0014429800639765844,1.0
740,-0.0014429800639765844,-0.0021684360014937454,0.004692367339007575,0.008605266162131642,0.0010704300754476037,0.0,0.0,0.0010693923556717166,3.0
741,0.0010693923556717166,0.003201119472602265,0.004605811507907731,0.00352858524610955,-0.004235735197354096,0.0,0.0,-0.0010618227747407616,1.0
742,-0.0010618227747407616,-0.003547361014301309,0.006023089953451688,0.0,0.0056358231218434085,0.0,0.0,-0.0038712206190911758,1.0
743,-0.0038712206190911758,-0.00885431655732738,-0.0021367742944518042,-0.004287294976175637,0.0,0.0,0.0,0.003930703775855804,3.0
744,0.003930703775855804,-0.0007134570329734302,0.0024950360208251254,0.0035536640856399515,0.0119888393225418,0.0,0.0,0.009419263977481052,3.0
745,0.009419263977481052,0.0013879044704090404,-0.0020826318487108253,0.0031223754768836542,0.004837583575353577,0.0,0.0,0.013354055528799869,4.0
746,0.013354055528799869,-0.00034021432891684356,-0.0020436179401004395,-0.0013647017207834011,-0.003762638384253947,0.0,0.0,0.0,2.0
747,0.0,0.001027634969979374,-0.004804381090107057,-0.0003440770613796218,-0.00241175655230208,0.0,0.0,0.005160857940032848,3.0
748,0.005160857940032848,-0.003782043476815211,0.004811088317795864,-0.002059046648779983,0.0027443859420337446,0.0,0.0,-0.004807681013118348,1.0
749,-0.004807681013118348,0.0027500464787770795,-0.004127910960861847,-0.004491346342457625,-0.006600663393315109,0.0,0.0,0.0020891581632964673,3.0
750,0.0020891581632964673,0.0013903165401547568,0.0013883862434864724,-0.0017358102634021932,-0.001042892520239036,0.0,0.0,0.0031255243689498613,3.0
751,0.0031255243689498613,0.009318486756695776,0.006505737654016741,0.004766757457218773,0.004067842897459428,0.0,0.0,0.0010143297572975385,3.0
752,0.0010143297572975385,0.0037105996736563895,0.0,0.0,0.002689941151707842,0.0,0.0,0.0016775713383356816,3.0
753,0.0016775713383356816,-0.0020133429619777488,-0.0003359852105386807,0.006364094435276968,0.00566011821087109,0.0,0.0,0.002652481608494739,3.0
754,0.002652481608494739,0.0056133941895097905,0.011133035420006543,0.0003255933516301823,-0.0013030099563451358,0.0,0.0,0.0003259116956773056,2.0
755,0.0003259116956773056,0.0016278695106040075,-0.00783803497854052,-0.004271365043032382,0.002630675585572284,0.0,0.0,-0.002960021865630935,1.0
756,-0.002960021865630935,-0.009930568005366958,0.0013297674699215278,0.0053015564335359144,0.005602196285744654,0.0,0.0,-0.0036213241221032533,1.0
757,-0.0036213241221032533,-0.003634585092453513,-0.01165320305473827,-0.0006700569764941378,0.0023431374737157284,0.0,0.0,-0.0016730804972215907,1.0
758,-0.0016730804972215907,-0.0013404626267750075,-0.003695639908303683,0.003695639908303683,-0.004032303769386125,0.0,0.0,-0.0026971964558351047,1.0
759,-0.0026971964558351047,-0.0003376869758948686,0.0026981061899196135,0.003026718393518202,-0.003363609092449593,0.0,0.0,-0.0020235285150933535,1.0
760,-0.0020235285150933535,-0.0013514326381178776,0.002026363470269743,0.0023589294847656817,0.00033655055667214384,0.0,0.0,0.0,2.0
761,0.0,0.0003363364203270436,-0.0033692755607566127,-0.0037192807033017417,0.0010157034694300293,0.0,0.0,0.0006766305939480688,2.0
