Date,leveled log Nasdaq,leveled log S&P,leveled log Russell,leveled log DJIA,leveled log Gold,leveled log 1yr Treasury,leveled log 10yr Bond
1990-02-13,-0.41050522595578975,-0.30566499006144987,-0.18624540668266487,-0.3084213353884042,0.6093592959576499,-0.431928071333759,-0.0615384611372356
1990-02-14,-0.40728450868861543,-0.30302123671822656,-0.18856641916211192,-0.3076086491534422,0.6000852602612632,-0.42131547204132946,-0.060141572903389395
1990-02-15,-0.40875670437802647,-0.3002348809356219,-0.1885503545487648,-0.30919290705956115,0.6023061186876202,-0.41080213187267844,-0.051603227986235733
1990-02-16,-0.4004147913123921,-0.29179783551442373,-0.1827387454339391,-0.2978800570666671,0.5968375273388213,-0.4126712689295995,-0.052590171745764636
1990-02-20,-0.41147011133823597,-0.2984987015598133,-0.18234802296933683,-0.31496203079798235,0.606490244544915,-0.3936996560786197,-0.028914915324398383
1990-02-21,-0.4271677863702381,-0.3132608073131804,-0.1918547469852303,-0.3327673039662349,0.6098822632685996,-0.3955297909319113,-0.028714915324398405
1990-02-22,-0.4186738806202204,-0.3141929559586458,-0.19723575491314804,-0.32092754476160934,0.6033814325247562,-0.40103109112808877,-0.03783899219952147
1990-02-23,-0.42252965058372105,-0.3204232508740912,-0.1928350093151847,-0.33556597635232865,0.5958785202306975,-0.40780213187267833,-0.03881063849641242
1990-02-26,-0.4266364740927395,-0.32536276660009555,-0.20044982760186603,-0.33278608471790694,0.5901420828002371,-0.4084359383216065,-0.04685082638186788
1990-02-27,-0.420757732996905,-0.3117153882343233,-0.20260287772071006,-0.319314142302102,0.5802260388894949,-0.41278644348146276,-0.052578526015143456
1990-02-28,-0.4182188808218106,-0.3071197466859843,-0.199773848079567,-0.3140021138828297,0.5806596249353531,-0.4047698458264133,-0.0405580574147173
1990-03-01,-0.41380522595579006,-0.3023963660893738,-0.19454205211527054,-0.3121522290867045,0.5733687336439468,-0.39314707653566305,-0.03100126400383596
1990-03-02,-0.4073095958201298,-0.300038625821899,-0.19275187874939537,-0.305772691475128,0.5734378962642719,-0.39132979093191134,-0.0366389921995216
1990-03-05,-0.4015560825729203,-0.2918587988353103,-0.18580153006935252,-0.3002017739442149,0.564736561946682,-0.3798403911326429,-0.023640679056212033
1990-03-06,-0.40534405272196583,-0.29743778324468817,-0.1854107642516052,-0.3016060478413669,0.5688931179732561,-0.37924039113264296,-0.030401264003836026
1990-03-07,-0.39683133792580527,-0.2851612472713354,-0.1789539694451605,-0.2917645598652756,0.5631435132056914,-0.38105003085279643,-0.031366086500129065
1990-03-08,-0.3959775360369253,-0.28826541299418196,-0.17607910455248366,-0.29442286601566625,0.5598584363622372,-0.3732384611372357,-0.032332267390311475
1990-03-09,-0.38846680490441,-0.2791015181831016,-0.16900994716004192,-0.28917429844988796,0.5553142657172776,-0.35955082638186786,-0.02284067905621212
1990-03-12,-0.3926645790089438,-0.2857612472713358,-0.1693716161387595,-0.29502286601566663,0.5567640474410647,-0.3613176913921343,-0.02495549490466331
1990-03-13,-0.39112841139296606,-0.2837737796729858,-0.16868494323404448,-0.2934686748302324,0.5488175043861885,-0.3559895501961883,-0.013234630148489135
1990-03-14,-0.3923460393347167,-0.2918888400367958,-0.17003337530852924,-0.29335041446070154,0.552160038087683,-0.36367852601514317,-0.022240679056211743
1990-03-15,-0.39035351202966684,-0.28950291558996355,-0.16583901637976695,-0.2891173155785216,0.5488464747824189,-0.36307852601514323,-0.020885277425656046
1990-03-16,-0.3822166087754528,-0.2861470046618617,-0.16325600860278655,-0.28033857194259504,0.5525625444373086,-0.3684415729033894,-0.028801264003835758
1990-03-19,-0.382516608775453,-0.2750524437652606,-0.15775386086791343,-0.27848281480199866,0.5573846744442248,-0.36545208550600794,-0.02860126400383578
1990-03-20,-0.37647883749111344,-0.2705255588175959,-0.1562286717619603,-0.26800023100699377,0.5559625497706548,-0.364852085506008,-0.03423899219952142
1990-03-21,-0.3849347638217617,-0.27644734346261224,-0.15804949212750152,-0.27084101280105966,0.5280902959885516,-0.363059479520885,-0.032868717051330876
1990-03-22,-0.3861450824822752,-0.28201941024310884,-0.1584711968460688,-0.2800444421598538,0.5337993916131412,-0.3708377451668827,-0.035010638496412394
1990-03-23,-0.3935284113929667,-0.2942118790014572,-0.1679461340076358,-0.2861604665258355,0.5369351651780976,-0.37385003085279633,-0.03598365915877544
1990-03-26,-0.38765629894623554,-0.2898644606847416,-0.16285336447305987,-0.2813065973443951,0.4994956182286421,-0.37204448519744737,-0.03695805741471725
1990-03-27,-0.39046622838711187,-0.2888493638578886,-0.16199279259272714,-0.28642766868851854,0.473827101590909,-0.36543846113723566,-0.03558365915877548
1990-03-28,-0.3923668049044098,-0.27765232098915504,-0.16070679130849364,-0.27670229154914416,0.48308238592053776,-0.3672365438212486,-0.03655805741471729
1990-03-29,-0.3944991187221554,-0.2763892629373954,-0.16271492324336556,-0.27568162763198867,0.47592798101804146,-0.36304157290338956,-0.0258377967405381
1990-03-30,-0.39824383440000943,-0.280133521789125,-0.16533759545800208,-0.27953048018129767,0.4795313442081497,-0.36363846113723586,-0.019840679056212007
1990-04-02,-0.4057007527142593,-0.28283086266740387,-0.16429218800245238,-0.29523277240718393,0.46788293816893134,-0.3642367836293441,-0.01964067905621203
1990-04-03,-0.3988438344000089,-0.2866852047466901,-0.172507123306616,-0.2875099770467786,0.4858925503642668,-0.36603774516688237,-0.02175549490466322
1990-04-04,-0.3911245454538781,-0.27240535857981385,-0.1663600250775934,-0.27540218439524544,0.4841240232997377,-0.37146549096439996,-0.030868717051331096
1990-04-05,-0.40239273522181485,-0.2800536396481199,-0.17003190092921194,-0.28073048018129665,0.494058710896887,-0.3696570316028316,-0.028332267390311472
1990-04-06,-0.4036622719975105,-0.2813095929195226,-0.1707618140220406,-0.2816910148512184,0.4996918814433098,-0.37147541246711313,-0.0292998098463495
1990-04-09,-0.40952040113569144,-0.2834191541757649,-0.17346070177373019,-0.2862145954175759,0.4954403483773824,-0.3672500308527966,-0.02560126400383611
1990-04-10,-0.4112147913123918,-0.2798330816098371,-0.17944252267874017,-0.2848569166064516,0.48572570614097543,-0.3666500308527967,-0.024237796740538275
1990-04-11,-0.40548647261141557,-0.2779845850549316,-0.17689762625267846,-0.28085602795537223,0.48222314135410027,-0.3672570316028314,-0.020555494904662908
1990-04-12,-0.40002409648343207,-0.278623170408574,-0.1756548446014552,-0.2790107594852982,0.4849924705135704,-0.36545003085279637,-0.019197417184035448
1990-04-16,-0.3927682780523245,-0.2717704702680992,-0.17349127869549363,-0.26443184245895957,0.482202141481622,-0.36485003085279644,-0.01437847132774106
1990-04-17,-0.4031554658995944,-0.27080951928112285,-0.17403740603762596,-0.2733730384419042,0.4806546474459248,-0.35345208550600793,-0.003863193615908145
1990-04-18,-0.4000052037074422,-0.27118356993712567,-0.17606164441580052,-0.26616740276304096,0.4826257057996415,-0.339810999676744,0.006546764616989886
1990-04-19,-0.4125497552723676,-0.28293897145008007,-0.1816142813388737,-0.2869881968952148,0.4873836162230516,-0.34275082638186793,0.00787479632148802
1990-04-20,-0.41401268129259083,-0.2908878796029484,-0.18557646857110477,-0.289363214142317,0.4876145427022074,-0.3445176913921344,0.017053532286764206
1990-04-23,-0.42908265547023117,-0.29991133828124905,-0.19061371483998535,-0.2995184616753832,0.4842578588151696,-0.3368338365037289,0.020599882314108253
1990-04-24,-0.4334058107912373,-0.31233061487744607,-0.2007716228494827,-0.303768482693175,0.49006191173818525,-0.33036871705133075,0.023024577336219654
1990-04-25,-0.4377452887225859,-0.3146170764624969,-0.20195540551880686,-0.30846236948949546,0.48139255036426665,-0.32743226739031117,0.024335071620246396
1990-04-26,-0.4340058107912377,-0.30977467673185366,-0.2004255220597475,-0.30251849996070046,0.47184501411530544,-0.31869741718403555,0.031172264127045324
1990-04-27,-0.43691772246606586,-0.30729774007368604,-0.20015835016303463,-0.30180704253610013,0.47167964891860503,-0.3262322673903113,0.03026912005488791
1990-04-30,-0.4446154557090889,-0.31900800418887343,-0.20627157257681894,-0.3181137262160014,0.47178344460347876,-0.324466086500129,0.028259174404085208
1990-05-01,-0.4341946859639876,-0.3140860731261599,-0.2047355341939472,-0.30704320864810253,0.46446113350437557,-0.32619980984634944,0.0328741926132019
1990-05-02,-0.4326007743861311,-0.30991230240664525,-0.2024454066826653,-0.3070884379563017,0.4683534447361408,-0.31745549490466285,0.0341749081893874
1990-05-03,-0.42771083107558283,-0.3034228800648213,-0.19884139687710967,-0.29614480638790486,0.46440306550517363,-0.3180149153243983,0.02885917440408514
1990-05-04,-0.4223796711533234,-0.3003396606773494,-0.19544028550234138,-0.29410997704677744,0.47017964891860586,-0.33970322798623576,0.0066868766495518095
1990-05-07,-0.41824405272196596,-0.2922008792044384,-0.1914293419740707,-0.2930802667231367,0.4708215853402642,-0.33791769139213423,0.010274796321487756
1990-05-08,-0.41435990432902603,-0.2860967755012407,-0.1896740863054065,-0.28898281480199906,0.4714626353525766,-0.34206829415073203,0.0070868766495517654
1990-05-09,-0.41396427995314955,-0.28195999435987495,-0.18891698329190554,-0.2882910148512172,0.4646918659425854,-0.3414682941507321,0.011801557004078589
1990-05-10,-0.41333750970993766,-0.2796486480051703,-0.18822304605033402,-0.2853692594292765,0.4679020626074344,-0.34923654382124836,0.005221870018700336
1990-05-11,-0.4074040552945526,-0.27708171502716183,-0.18468097020003338,-0.2781990459220358,0.4601620553427397,-0.3631470765356628,-0.015197417184035444
1990-05-14,-0.3946708036473021,-0.2537688244019032,-0.17605254040138796,-0.26055087766784535,0.4599978234510198,-0.3637658457297923,-0.018475681560360613
1990-05-15,-0.3931551245531537,-0.24618668395984766,-0.17194858823631876,-0.25920048631178183,0.45725117278102534,-0.3595139853110214,-0.013640679056211802
1990-05-16,-0.3905116422566257,-0.24774069676846455,-0.1734088704598511,-0.253747029052505,0.4629213397675285,-0.3589139853110215,-0.0099784713277411
1990-05-17,-0.38472571783376,-0.24870308686622522,-0.17242659995385967,-0.2533072311181064,0.46126761003595274,-0.3570996560786197,-0.008627060722699031
1990-05-18,-0.3827810479799352,-0.24757628102183915,-0.16640010520366655,-0.25320031656680086,0.46259186594258583,-0.3480403911326433,-0.0015462996304766996
1990-05-21,-0.37659986757811925,-0.24729676726678917,-0.1635518976950463,-0.25891985592763334,0.47225023110762177,-0.3486444851974473,-0.0024898103325559084
1990-05-22,-0.3629630908258399,-0.2380670135992995,-0.15650423124985213,-0.23988319567996097,0.46926854540291174,-0.35772979093191104,-0.012640679056211912
1990-05-23,-0.3663434540976258,-0.2370666365747942,-0.15338968329794245,-0.2469103354320863,0.4440913024503921,-0.3632310911280885,-0.017075681560360767
1990-05-24,-0.3585231152844246,-0.23487011311379025,-0.15016762490517088,-0.2440476218354828,0.4558313986422302,-0.36385583102398433,-0.014555494904663124
1990-05-25,-0.3651820753831405,-0.23752240634235555,-0.14903842797705558,-0.2505104727771741,0.45198916060597316,-0.3547139853110215,-0.007427060722699164
1990-05-29,-0.3665825486831453,-0.24846604619286072,-0.15381137407536283,-0.2586965202872653,0.4571335731288224,-0.35411398531102156,-0.010685277425656281
1990-05-30,-0.3552787228055161,-0.23169205768694656,-0.1487462702970621,-0.23593875337210157,0.4496133251553349,-0.3571658457297926,-0.01511491532439857
1990-05-31,-0.35819420379116806,-0.23130997008721543,-0.14619661262033823,-0.2415192676482958,0.4438293519929424,-0.354129790931911,-0.017237796740538158
1990-06-01,-0.35566105820425786,-0.23040205161469451,-0.1451339476264959,-0.23009956719035696,0.44187827842029037,-0.3731864434814627,-0.03581769139213442
1990-06-04,-0.3488050306096051,-0.22535648048201473,-0.140708860729994,-0.2295657380698648,0.42952576707383106,-0.37134651771814253,-0.03561769139213444
1990-06-05,-0.3396425428010508,-0.21394884354994925,-0.13560250115765626,-0.21674007865596145,0.42671390418460664,-0.3682712689295995,-0.031869491336037115
1990-06-06,-0.34810940094950116,-0.21621951888706548,-0.13824955967114239,-0.2269092678806599,0.4318483215164326,-0.36767126892959956,-0.03285082638186809
1990-06-07,-0.34324366831188957,-0.21838523419863876,-0.14049000663700628,-0.2251276335449841,0.4131760215646363,-0.36954651771814273,-0.032650826381868114
1990-06-08,-0.34935697355712847,-0.22618404446992102,-0.14137870845490852,-0.23277224285242148,0.4138663307634882,-0.36894651771814235,-0.03245082638186769
1990-06-11,-0.3576787228055158,-0.2386857624903076,-0.14681561350264616,-0.24710962040337403,0.41667236177957623,-0.3658712689295993,-0.029889550196187997
1990-06-12,-0.3465079380859555,-0.2307783964952943,-0.14616890610570366,-0.23390042096841768,0.42003073085203013,-0.3652712689295994,-0.02968955019618802
1990-06-13,-0.34101459073221285,-0.21828383966872256,-0.14092511381192097,-0.2207044339711599,0.41126805693329604,-0.3733615781215769,-0.038968294150731886
1990-06-14,-0.34045917150190963,-0.22217667300045907,-0.13629699580183097,-0.22353538077739898,0.3931040591949406,-0.37525845832016413,-0.04115208550600791
1990-06-15,-0.34289912529454014,-0.22790020062630045,-0.138002501157656,-0.22951756562745995,0.393668861785593,-0.3684279085695277,-0.0314508263818678
1990-06-18,-0.34555832424400723,-0.2280451193381161,-0.1367214449867058,-0.22498273641488886,0.39897192220242683,-0.36040213187267867,-0.02653383650372909
1990-06-19,-0.3586084137692227,-0.2450003951696793,-0.1498002194962682,-0.24079820608699798,0.3970947478845277,-0.35488207274722816,-0.025158057414717216
1990-06-20,-0.3541351089182614,-0.24075502268059346,-0.15223609102679436,-0.2346754181695072,0.39276886178559245,-0.3530558310239842,-0.02026871705133093
1990-06-21,-0.35812157524675836,-0.23919908205952467,-0.1534867595816607,-0.23574493573140387,0.4009331544834591,-0.3549098199855507,-0.023583659158775472
1990-06-22,-0.3532210781523153,-0.2354525968232748,-0.15242038483260867,-0.23288782332353453,0.3987742849984599,-0.35676984582641325,-0.024558057414717283
1990-06-25,-0.36133193567577493,-0.2498997746662157,-0.15533602059674134,-0.2449256141066014,0.4043251757529962,-0.34758610213502195,-0.016166086500128962
1990-06-26,-0.3649045468225234,-0.25886012659738356,-0.16082801738233599,-0.2474704276610078,0.40885130293434013,-0.346986102135022,-0.01829980984634938
1990-06-27,-0.3724422536489067,-0.25979839006302363,-0.16262497878588977,-0.2594980118939372,0.4005899302034406,-0.352509819985551,-0.02278365915877556
1990-06-28,-0.36375784768847463,-0.25123159657334426,-0.16077006361448198,-0.24711820478621327,0.40200128258916923,-0.3605465177181424,-0.028469491336037045
1990-06-29,-0.3581850477749784,-0.2444730641912658,-0.154157933821228,-0.2435454343468857,0.4059668940620247,-0.36242790856952745,-0.033003227986236006
1990-07-02,-0.3574012718078432,-0.24361117996249515,-0.15019150744287924,-0.2425543647991084,0.41891585460040215,-0.36058644348146274,-0.03280322798623603
1990-07-03,-0.3585681855860159,-0.23957453834974451,-0.15120128507692687,-0.23481922049478499,0.41945560272532756,-0.366209238919732,-0.036168294150732194
1990-07-05,-0.36147351051685916,-0.23805161173540323,-0.1518563658621277,-0.23682377627251316,0.42320447387608073,-0.364361578121577,-0.03359017174576495
1990-07-06,-0.3646035722359837,-0.2507404293967692,-0.15767652831882284,-0.24732561410660114,0.42707578137045044,-0.34890981998555093,-0.02275805741471748
1990-07-09,-0.3592514354496652,-0.2432944806144608,-0.15684627029706188,-0.2348663107021114,0.425526215084985,-0.3421861021350221,-0.01553226739031155
1990-07-10,-0.3582515955532646,-0.24043022215933174,-0.1576220196037461,-0.23405998899952074,0.41867521249440465,-0.3391470765356628,-0.015332267390311127
1990-07-11,-0.36158714430463856,-0.24909383908123317,-0.16054264061350754,-0.23759650256404896,0.40754909621143476,-0.342207849385344,-0.01513226739031115
1990-07-12,-0.35237768420946125,-0.23608509497625008,-0.15495586858754962,-0.2265341133530212,0.4058344687298048,-0.3663615885382825,-0.02313383650372902
1990-07-13,-0.3468867575706067,-0.22467049623737,-0.1507601791449833,-0.21293536389766476,0.4221009012320369,-0.37710386514221694,-0.028833558630917633
1990-07-16,-0.3448370694686087,-0.21979382728892105,-0.14734869580290866,-0.20916900099072855,0.4312244742947291,-0.376503865142217,-0.029817691392134194
1990-07-17,-0.34343170135168233,-0.2155388339708928,-0.14782511381192087,-0.2037712443912305,0.4276086381535942,-0.3771720961302121,-0.029617691392134216
1990-07-18,-0.35724104783447874,-0.21962229098955532,-0.15485239049118427,-0.2096853675556858,0.4239817706548292,-0.37784193757068785,-0.02233383650372911
1990-07-19,-0.3705790418326247,-0.2288419165867328,-0.16126969538797287,-0.21446796762794307,0.42770034462096085,-0.3772419375706879,-0.020958057414717235
1990-07-20,-0.3656434409705689,-0.2260262990152384,-0.16646673721185756,-0.20879787758062385,0.4251851976539802,-0.3804611656376835,-0.02428955019618817
1990-07-23,-0.3830604225265226,-0.23643375847826498,-0.16808457122513953,-0.22484682762979347,0.42779157296119497,-0.38369503614840506,-0.024089550196188192
1990-07-24,-0.3996499450460407,-0.254209357768592,-0.1922248797695989,-0.23672000908122115,0.4451620553427391,-0.37417209613021196,-0.01801063849641249
1990-07-25,-0.40017495573587514,-0.2530593055447632,-0.19031723184346028,-0.23549361967523552,0.44255117278102496,-0.3748419375706882,-0.02251099967674408
1990-07-26,-0.3968810479799352,-0.24961216035376044,-0.18792559262551922,-0.231730045646505,0.45092331385125917,-0.370437240527024,-0.022310999676744103
1990-07-27,-0.40122506152481474,-0.2531502243425212,-0.1858458740466986,-0.2344840026501389,0.44494071162939086,-0.3825762663044534,-0.03039017174576486
1990-07-30,-0.412617476334451,-0.2602862546695244,-0.19170741015417647,-0.25049049556284597,0.4427393121702208,-0.38840715663474423,-0.03973678362934452
1990-07-31,-0.4129174763344512,-0.25453414742100033,-0.19951237290689772,-0.23890000072750883,0.4513715680665511,-0.3916856359633152,-0.03714157290338971
1990-08-01,-0.4168662283871125,-0.25304802642247193,-0.20259485733728955,-0.2396260383642277,0.4510715680665509,-0.4028121547036343,-0.04535003085279676
1990-08-02,-0.4344497552723672,-0.25501852448932905,-0.20736303531986433,-0.2513904955628474,0.48129005700615224,-0.3930796711403617,-0.030778526015143637
1990-08-03,-0.45044648590789027,-0.2666471580761254,-0.22131465296823194,-0.2665144810239557,0.4630570869793651,-0.4108288098085584,-0.02820322798623609
1990-08-06,-0.49862794241606156,-0.28586150592392645,-0.24877721017914034,-0.3110948340731703,0.4738712527204312,-0.4010121547036345,0.004671790864411385
1990-08-07,-0.50538921226513,-0.31677243082589346,-0.28421944803238475,-0.29932757606775073,0.48391233577655157,-0.3848071566347442,0.012876407647025356
1990-08-08,-0.4982376130677615,-0.3157770984899395,-0.28324524343392454,-0.3114182858967709,0.4856937727189887,-0.38679113740066917,0.011936806384091891
1990-08-09,-0.48477478615745007,-0.30551911958864864,-0.2708258098930356,-0.30372049430222603,0.4882486929036123,-0.3874856359633152,-0.0004852774256560721
1990-08-10,-0.47802138482091916,-0.30114856095018006,-0.2618387085442455,-0.2977966438782156,0.4954364634934434,-0.3933833846208352,0.00202152867225891
1990-08-13,-0.49740691167101314,-0.3147059214774144,-0.27328035412800933,-0.3170781503416569,0.5234145158527719,-0.3953943521615555,0.005671790864411719
1990-08-14,-0.48665164581999143,-0.304671992241631,-0.2764350747389024,-0.3026327609046042,0.5504932144962336,-0.3895792164824474,0.0001147225743438618
1990-08-15,-0.4784368149024143,-0.3032500671965739,-0.2718273184702005,-0.2948331561147466,0.5268075333868163,-0.3902804528404187,-0.001997417184035566
1990-08-16,-0.4889633029321905,-0.3014779332519746,-0.2710693007544176,-0.305944920570294,0.5208877870951216,-0.3728950361484049,0.011995904948300051
1990-08-17,-0.5195762126803931,-0.32458132633500547,-0.29031707563272846,-0.33613247137422864,0.548375928892483,-0.3735762663044535,0.016751721484161042
1990-08-20,-0.5269648195779997,-0.3385048583135619,-0.3098621835590132,-0.33811579315310514,0.5490498758893638,-0.36786116563768356,0.018087439948088146
1990-08-21,-0.5608510293733691,-0.33663269069788715,-0.32037617839302523,-0.3487513007555547,0.5412994597465888,-0.35963724052702384,0.021686876649551934
1990-08-22,-0.5585270447025978,-0.3572833782137659,-0.34433063124500585,-0.3516997665347805,0.5462571596983539,-0.3539867247409556,0.02977424148271801
1990-08-23,-0.606595766901135,-0.3741188309185679,-0.35749797592952337,-0.3988332890797084,0.5597638462585914,-0.3471092402218168,0.04002457733621956
1990-08-24,-0.6030548184204791,-0.40475683828263254,-0.4026030794275286,-0.3887643874209603,0.5505233493495263,-0.35027100014370793,0.04576475771183475
1990-08-27,-0.5702294313109206,-0.3904401995268616,-0.3930942104332198,-0.3494781431270413,0.5263359343452132,-0.35850386514221677,0.029251276738094134
1990-08-28,-0.5605135646077644,-0.35938909271137476,-0.3607030046569575,-0.3585988743749704,0.5015639176442646,-0.3515867247409554,0.03393558918542272
1990-08-29,-0.5600270447025979,-0.3599002598326848,-0.35460539801218083,-0.3549080752187619,0.49243637999050804,-0.362386468205683,0.0228868766495518
1990-08-30,-0.5605891492754882,-0.3512702301622346,-0.3514004768729615,-0.34670354666229475,0.48361910047162837,-0.364337489997288,0.025346764616989592
1990-08-31,-0.5693125000818737,-0.3685184298368336,-0.3569983486383377,-0.3609316109562162,0.48926303837485996,-0.37271766580487276,0.02554676461698957
1990-09-04,-0.5677637949175738,-0.3567108407574473,-0.3559353987385805,-0.3626625395980385,0.4854784894531745,-0.3721176658048728,0.030251276738094024
1990-09-05,-0.5575650108193537,-0.35526909019919106,-0.3590350057399645,-0.35515785441365644,0.47960383315467947,-0.37409831239836366,0.02594676461698997
1990-09-06,-0.563888305090666,-0.35145345813380935,-0.3528147018836014,-0.35110902582160186,0.488749462028796,-0.37349831239836373,0.023886876649552136
1990-09-07,-0.5744854891449265,-0.3638425645048944,-0.3579112030149929,-0.36404125954428235,0.4899936651409522,-0.3741911374006692,0.020687439948088304
1990-09-10,-0.5561179136223178,-0.3548481716547913,-0.35277216447961113,-0.34128508101973143,0.4732286532665899,-0.365859140117343,0.025417459019838162
1990-09-11,-0.565051029373369,-0.360598167917928,-0.35157442149015417,-0.354181029650503,0.46215183717772224,-0.36269503614840515,0.023355014615868974
1990-09-12,-0.5664025383833353,-0.362634246007449,-0.35565875359207677,-0.3526865931607821,0.4677803177522213,-0.3698071566347445,0.02242187001870022
1990-09-13,-0.5664396166198227,-0.3582658254861748,-0.3553150520599013,-0.3524183876803617,0.4714132016888932,-0.3756796711403618,0.022621870018700196
1990-09-14,-0.5831768426074069,-0.37050669706913375,-0.36401452675980384,-0.37215875000915055,0.4767234975707977,-0.3724856359633151,0.028474796321487972
1990-09-17,-0.5848142775853553,-0.3764346886049754,-0.37024374139850824,-0.3810592273653626,0.485747574445921,-0.3705911374006692,0.03205127673809427
1990-09-18,-0.5891373485227254,-0.37367218396255897,-0.3735215771135083,-0.38184552275566386,0.4922560020563065,-0.36999113740066925,0.03225127673809425
1990-09-19,-0.5864854988724701,-0.37126358369166024,-0.37804931153320886,-0.3743112136806577,0.48140249355287956,-0.361659140117343,0.030201557004078783
1990-09-20,-0.5964786439987044,-0.3777608336017302,-0.3792262116410603,-0.3864310529496713,0.4799373694648308,-0.35849503614840517,0.033774241482718015
