date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses
2014-02-22,198063533.392,59013,7136600000.0,574.24,31254000.0,4200.0,12.36647684,null,
2014-02-23,197934954.854,56825,7539890000.0,606.47,31434400.0,4275.0,11.5012592,null,
2014-02-24,416349909.515,72124,7537080000.0,606.04,57893900.0,4775.0,15.00062666,null,
2014-02-25,542504770.607,83134,6721330000.0,540.24,126314000.0,4325.0,18.34736976,null,
2014-02-26,338243784.12,70965,6683680000.0,537.04,64642700.0,4500.0,14.44027559,null,
2014-02-27,337630906.438,71926,7241560000.0,581.65,25540800.0,4625.0,14.63635972,null,
2014-02-28,308546812.768,70105,7219990000.0,579.7,28076100.0,4575.0,14.76963454,null,
2014-03-01,406622010.891,64171,6851590000.0,549.92,18668100.0,3750.0,14.7138223,null,
2014-03-02,255203135.206,57433,7069290000.0,567.23,7950760.0,3575.0,10.8429653,null,
2014-03-03,502327839.117,76002,7013060000.0,562.56,96056900.0,3550.0,15.61461601,null,
2014-03-04,661326758.246,84086,8332950000.0,668.24,55344600.0,3700.0,17.82849746,null,
2014-03-05,418232767.8,74559,8310510000.0,666.24,22461900.0,3925.0,14.83087007,null,
2014-03-06,372608272.736,70320,8291650000.0,664.52,16068100.0,4000.0,14.61806192,null,
2014-03-07,1521655524.64,71552,8291900000.0,664.31,34150800.0,4300.0,13.69186829,null,
2014-03-08,1039167399.05,67603,7862010000.0,629.66,18654200.0,4225.0,12.30227201,null,
2014-03-09,353356284.558,61785,7697910000.0,616.31,15396500.0,4100.0,12.12311576,null,
2014-03-10,1034397147.92,67293,7950820000.0,636.33,20639800.0,4100.0,15.54795989,null,
2014-03-11,644292571.893,76119,7848450000.0,627.95,11732500.0,4200.0,14.57329441,null,
2014-03-12,611686897.486,74884,7900600000.0,631.91,18621200.0,4250.0,17.1788394,null,
2014-03-13,494634955.602,76577,7924860000.0,633.62,11634900.0,4400.0,15.14492322,null,
2014-03-14,405763868.301,69358,7983980000.0,638.14,11913800.0,3350.0,13.91428291,null,
2014-03-15,300236801.877,62736,7876360000.0,629.37,4342080.0,4250.0,11.14630455,null,
2014-03-16,264234009.691,59467,7968200000.0,636.5,5277290.0,4050.0,10.60438815,null,
2014-03-17,310581462.12,66398,7901040000.0,630.92,14648200.0,4400.0,14.80993392,null,
2014-03-18,1434450578.67,54570,7789810000.0,621.84,24011500.0,3550.0,10.1442067,null,
2014-03-19,777145501.818,68703,7692450000.0,613.9,14228900.0,3875.0,12.57069435,null,
2014-03-20,416763326.737,72448,7642910000.0,609.75,20572900.0,4375.0,13.92831277,null,
2014-03-21,326368642.749,73558,7376710000.0,588.29,38414100.0,4350.0,14.86472467,null,
2014-03-22,239492407.395,68382,7164770000.0,571.18,17360700.0,4400.0,17.75926479,null,
2014-03-23,168234229.498,56486,7099230000.0,565.76,9288400.0,5350.0,11.16626473,null,
2014-03-24,336590680.229,68700,7061380000.0,562.51,22706900.0,4900.0,12.54475378,null,
2014-03-25,287451481.891,72117,7346810000.0,585.03,14020100.0,3575.0,14.36124533,null,
2014-03-26,262716381.778,69685,7329720000.0,583.48,16401100.0,4225.0,15.62848547,null,
2014-03-27,412867632.734,69860,7291520000.0,580.26,62225400.0,4000.0,13.56087839,null,
2014-03-28,368846760.049,69173,5997850000.0,477.14,58828300.0,4650.0,12.767581,null,
2014-03-29,199974832.614,53846,6308890000.0,501.71,11147100.0,4175.0,9.85227847,null,
2014-03-30,258391235.778,55643,6193560000.0,492.37,42958300.0,3825.0,10.75929001,null,
2014-03-31,323759814.28,64786,5816910000.0,462.3,28254000.0,4225.0,12.36229014,null,
2014-04-01,297781026.599,62692,5752280000.0,457.0,35685800.0,4400.0,12.2123983,null,
2014-04-02,333911464.977,67547,6032970000.0,479.14,49647600.0,4850.0,13.42332706,null,
2014-04-03,295841048.516,65925,5497550000.0,436.44,40765500.0,5050.0,13.03164543,null,
2014-04-04,245197080.451,67062,5615980000.0,445.66,22925500.0,5000.0,14.0191932,null,
2014-04-05,272040905.746,57099,5630890000.0,446.68,13404500.0,4450.0,11.60986386,null,
2014-04-06,170707382.095,48704,5843670000.0,463.4,10241400.0,3450.0,9.84415154,null,
2014-04-07,193482703.571,62774,5821160000.0,461.47,15616600.0,3775.0,13.81118106,null,
2014-04-08,177242376.426,68833,5648000000.0,447.61,10921600.0,3750.0,14.76637153,null,
2014-04-09,218010231.562,64555,5719730000.0,453.18,13204400.0,3725.0,13.42250642,null,
2014-04-10,325985943.585,67181,5583670000.0,442.26,55868300.0,4250.0,21.01807392,null,
2014-04-11,281035015.365,68456,4593400000.0,363.71,62562800.0,3925.0,14.7979968,null,
2014-04-12,169548099.953,50108,5317310000.0,420.89,19226500.0,3950.0,9.51902101,null,
2014-04-13,147204312.58,49638,5326230000.0,421.46,22493500.0,5000.0,9.4623028,null,
2014-04-14,223188926.296,66848,5244350000.0,414.83,50730200.0,4625.0,15.20910851,null,
2014-04-15,277297901.122,73071,5797070000.0,458.37,49561000.0,4650.0,16.26960212,null,
2014-04-16,403050621.193,68424,6606460000.0,522.18,56480100.0,3850.0,14.7029191,null,
2014-04-17,397410459.111,65777,6695650000.0,529.07,34025500.0,4400.0,14.96413901,null,
2014-04-18,324836989.03,56907,6276700000.0,495.8,19042400.0,3875.0,12.22375652,null,
2014-04-19,248536915.396,55652,6073340000.0,479.58,19588200.0,3925.0,12.96836491,null,
2014-04-20,190596531.557,49236,6356070000.0,501.75,12103100.0,4275.0,10.830172,null,
2014-04-21,339583907.539,60352,6307460000.0,497.74,15171400.0,4525.0,13.09900625,null,
2014-04-22,365549702.894,72777,6280640000.0,495.45,11670900.0,3875.0,14.32268499,null,
2014-04-23,333133627.809,72210,6192560000.0,488.36,9814530.0,4225.0,14.30181519,null,
2014-04-24,228806653.976,72584,6225860000.0,490.82,13009400.0,3725.0,14.98849578,null,
2014-04-25,252141218.762,74038,6345230000.0,500.09,46856500.0,4150.0,13.81153254,null,
2014-04-26,154516227.618,53500,5860330000.0,461.7,12214600.0,4325.0,9.59981721,null,
2014-04-27,116409338.07,52175,5805530000.0,457.24,10949500.0,4375.0,11.59080091,null,
2014-04-28,209530042.731,63632,5470650000.0,430.72,23876600.0,4025.0,12.47855034,null,
2014-04-29,214417063.106,64941,5590030000.0,439.98,16401400.0,4000.0,12.76976638,null,
2014-04-30,193305592.516,63093,5679680000.0,446.89,15244900.0,3800.0,12.19043169,null,
2014-05-01,192307115.088,59248,5690670000.0,447.63,12871800.0,4000.0,11.52604616,null,
2014-05-02,250289930.481,61290,5816390000.0,457.36,10394200.0,4225.0,11.85861524,null,
2014-05-03,241407078.214,55608,5716960000.0,449.4,9849640.0,3600.0,10.83551018,null,
2014-05-04,183104572.409,50453,5580030000.0,438.52,5621260.0,3850.0,9.82022025,null,
2014-05-05,241325068.22,65494,5534140000.0,434.78,10004800.0,3150.0,12.97070526,null,
2014-05-06,273442607.703,76078,5517460000.0,433.36,12507300.0,4775.0,14.96668586,null,
2014-05-07,317307299.635,69353,5468310000.0,429.34,18332200.0,3900.0,13.4069598,null,
2014-05-08,546044969.153,69428,5588990000.0,438.68,9446580.0,4075.0,13.74177753,null,
2014-05-09,563828254.98,66333,5609930000.0,440.18,10347900.0,4075.0,15.68761804,null,
2014-05-10,294403487.66,58170,5742830000.0,450.46,6682600.0,4325.0,10.38827803,null,
2014-05-11,202391878.858,53514,5789010000.0,453.92,12251700.0,4250.0,9.97526277,null,
2014-05-12,222398792.978,70472,5591520000.0,438.3,7383770.0,3825.0,12.69270545,null,
2014-05-13,283101177.569,69847,5634510000.0,441.53,7682670.0,4300.0,12.96985708,null,
2014-05-14,255190482.795,69552,5624310000.0,440.59,9472960.0,3650.0,12.10264809,null,
2014-05-15,325042473.405,72884,5671210000.0,444.14,7362980.0,4150.0,12.48583989,null,
2014-05-16,304155128.293,69004,5714640000.0,447.39,6475100.0,4700.0,12.01678574,null,
2014-05-17,203704297.093,54394,5725990000.0,448.12,2945790.0,4375.0,9.71980158,null,
2014-05-18,122837102.357,49422,5735400000.0,448.7,2857830.0,4150.0,8.70558876,null,
2014-05-19,206988268.044,60924,5703760000.0,446.08,6242620.0,4250.0,10.8997177,null,
2014-05-20,587420834.062,69956,5708560000.0,446.31,40327500.0,4450.0,12.7684754,null,
2014-05-21,370911049.131,71620,6215880000.0,485.8,14626000.0,4500.0,13.65267612,null,
2014-05-22,353612553.908,71593,6297990000.0,492.05,33086500.0,4275.0,12.47327407,null,
2014-05-23,606724011.652,72923,6731160000.0,525.72,34934700.0,3775.0,12.85154887,null,
2014-05-24,478682358.731,56687,6673600000.0,521.05,11499300.0,4175.0,11.90626576,null,
2014-05-25,406997138.007,54733,6729120000.0,525.23,47010300.0,3875.0,9.66849612,null,
2014-05-26,373093357.526,65263,7322870000.0,571.39,29959800.0,4100.0,12.17277033,null,
2014-05-27,502107561.428,69060,7468620000.0,582.59,38032000.0,3400.0,12.34084523,null,
2014-05-28,489045640.387,71994,7333770000.0,571.91,19289000.0,4450.0,13.55060879,null,
2014-05-29,375666958.923,66358,7392820000.0,576.33,18707800.0,3250.0,12.25415342,null,
2014-05-30,478657306.883,66172,7290240000.0,568.18,31985400.0,4150.0,11.83879136,null,
2014-05-31,350889563.087,53375,7902400000.0,615.69,15107100.0,3800.0,9.8952074,null,
2014-06-01,421826753.085,53421,8007450000.0,623.69,45259100.0,4325.0,10.67187469,null,
2014-06-02,518795142.288,62037,8086630000.0,629.64,45450200.0,4750.0,11.14962109,null,
2014-06-03,573738762.278,69112,8486730000.0,660.55,40653700.0,4350.0,13.57737067,null,
2014-06-04,585390326.38,66131,8569660000.0,666.77,37731500.0,4750.0,12.18560823,null,
2014-06-05,598158693.153,67460,8242230000.0,641.07,29621300.0,3650.0,12.41392887,null,
2014-06-06,728077165.407,63108,8478870000.0,659.28,18680100.0,3475.0,11.07770458,null,
2014-06-07,354966136.785,52711,8407050000.0,653.52,15855300.0,3975.0,9.02463194,null,
2014-06-08,492626421.244,47256,8428530000.0,654.99,8614190.0,3650.0,8.70155338,null,
2014-06-09,216679273.201,56526,8439070000.0,655.64,19065400.0,3400.0,10.38668679,null,
2014-06-10,344517823.265,64370,8369550000.0,650.04,17913400.0,4400.0,12.02444471,null,
2014-06-11,322557235.489,62399,8412780000.0,653.19,25163800.0,3725.0,11.15721631,null,
2014-06-12,530805675.835,62964,8160590000.0,633.43,50818800.0,3975.0,12.61281212,null,
2014-06-13,535841553.766,64041,7548170000.0,585.7,35700700.0,4200.0,11.84162986,null,
2014-06-14,266543164.837,58056,7744580000.0,600.75,38481200.0,4325.0,9.82417672,null,
2014-06-15,225424615.526,53365,7427200000.0,575.93,23580900.0,4800.0,9.26131378,null,
2014-06-16,405077406.13,66112,7645650000.0,592.65,28677500.0,4950.0,11.26181368,null,
2014-06-17,242938286.282,66779,7634710000.0,591.59,18597300.0,4450.0,11.96758603,null,
2014-06-18,309249239.907,66501,7872150000.0,609.77,17862000.0,4125.0,12.07779938,null,
2014-06-19,383792806.832,62956,7852650000.0,608.07,12803800.0,3875.0,12.77043227,null,
2014-06-20,327807786.997,58543,7717370000.0,597.4,18134100.0,4625.0,11.10276006,null,
2014-06-21,264496741.699,51463,7672030000.0,593.68,9256290.0,4775.0,9.08959598,null,
2014-06-22,294037767.317,49501,7703560000.0,595.9,10877700.0,4625.0,9.21456903,null,
2014-06-23,286087066.453,58270,7787160000.0,602.16,14053800.0,4125.0,10.20047146,null,
2014-06-24,506292160.81,64879,7683850000.0,593.97,14144900.0,4875.0,11.88412126,null,
2014-06-25,272692547.817,64445,7529260000.0,581.81,20687700.0,4775.0,11.7934477,null,
2014-06-26,252437021.702,60460,7329110000.0,566.14,14655900.0,4150.0,10.80215378,null,
2014-06-27,243849803.341,61810,7527840000.0,581.3,20814600.0,4600.0,10.21738742,null,
2014-06-28,194829511.876,56815,7761630000.0,599.08,13398100.0,4875.0,9.8441799,null,
2014-06-29,176610767.844,51869,7728190000.0,596.33,8897470.0,4250.0,8.99489011,null,
2014-06-30,331558755.307,65238,7812050000.0,602.62,46422400.0,3250.0,11.33294482,null,
2014-07-01,548153185.737,68895,8316770000.0,641.39,38446300.0,3200.0,12.07605576,null,
2014-07-02,530360390.249,66272,8314310000.0,641.04,25768200.0,3575.0,13.54193824,null,
2014-07-03,392894103.719,64050,8442770000.0,650.77,18949000.0,3250.0,11.21728619,null,
2014-07-04,216335805.403,61336,8365570000.0,644.65,22237200.0,4225.0,10.51755738,null,
2014-07-05,241094238.385,49118,8177490000.0,629.95,9105940.0,3725.0,8.25709844,null,
2014-07-06,197509663.328,52597,8203530000.0,631.77,10080000.0,3650.0,9.22978024,null,
2014-07-07,250309939.156,61719,8253710000.0,635.46,17813600.0,3525.0,10.61842054,null,
2014-07-08,213095959.911,70761,8088590000.0,622.57,10005500.0,4025.0,12.44220424,null,
2014-07-09,242939929.663,69260,8125370000.0,625.22,9819150.0,4175.0,11.81089911,null,
2014-07-10,290616626.422,64654,8122830000.0,624.83,15880700.0,3675.0,11.31451949,null,
2014-07-11,218373884.957,57719,8019000000.0,616.66,16467100.0,3775.0,10.65731942,null,
2014-07-12,261034159.978,54772,8219370000.0,631.88,13329000.0,4000.0,9.09317757,null,
2014-07-13,269644579.064,53063,8252240000.0,634.22,11291000.0,4075.0,9.42808611,null,
2014-07-14,251788473.249,60226,8155140000.0,626.56,12706800.0,3400.0,11.47548108,null,
2014-07-15,327406667.624,70190,8071770000.0,620.0,10873200.0,3550.0,11.95214192,null,
2014-07-16,306706985.025,65633,8100510000.0,622.01,13182400.0,4050.0,12.56884552,null,
2014-07-17,247392656.309,69178,8031440000.0,616.54,16576700.0,4350.0,12.64218026,null,
2014-07-18,281561620.058,62845,8110060000.0,622.37,14158100.0,4025.0,11.70719652,null,
2014-07-19,166086258.228,58462,8201340000.0,629.17,7222030.0,4325.0,10.38917791,null,
2014-07-20,141643462.139,53225,8196210000.0,628.56,5760120.0,4150.0,9.31406576,null,
2014-07-21,214654088.612,62436,8138520000.0,623.95,10711900.0,3775.0,10.22037475,null,
2014-07-22,188602143.301,65961,8119060000.0,622.27,9602880.0,3575.0,11.65709134,null,
2014-07-23,209211680.369,67440,8106260000.0,621.12,11056600.0,3600.0,11.05753961,null,
2014-07-24,277321390.492,66626,8087290000.0,619.5,20917200.0,3675.0,10.93671459,null,
2014-07-25,263884526.355,62765,7854660000.0,601.51,12279500.0,4075.0,10.2517952,null,
2014-07-26,176563021.424,58002,7857510000.0,601.54,10752900.0,3300.0,9.38360227,null,
2014-07-27,111980307.85,50710,7782830000.0,595.67,7774230.0,4050.0,8.56969381,null,
2014-07-28,236950659.576,62038,7765040000.0,594.14,19316400.0,3375.0,9.97314734,null,
2014-07-29,259134471.74,61859,7655040000.0,585.55,11275400.0,3800.0,10.34068473,null,
2014-07-30,199354083.6,66221,7646630000.0,584.74,14898800.0,4500.0,11.14404683,null,
2014-07-31,191756459.477,65066,7421870000.0,567.37,22467900.0,3600.0,10.59741002,null,
2014-08-01,230961121.587,71462,7670500000.0,586.2,18215900.0,3900.0,11.24535953,null,
2014-08-02,185047686.88,58564,7786620000.0,594.9,8359080.0,4250.0,9.1471919,null,
2014-08-03,206004090.437,51919,7710420000.0,588.89,9917990.0,3800.0,8.27710489,null,
2014-08-04,175485859.141,64843,7677850000.0,586.23,9867570.0,3425.0,10.45938306,null,
2014-08-05,278401101.526,74722,7716120000.0,589.01,10790800.0,3300.0,12.53650448,null,
2014-08-06,232673675.595,77830,7678040000.0,585.95,14497900.0,3825.0,12.77768616,null,
2014-08-07,208448997.453,69903,7663290000.0,584.65,11131400.0,4025.0,11.11430832,null,
2014-08-08,148389384.65,69610,7721090000.0,588.88,11072000.0,3975.0,11.26024719,null,
2014-08-09,207242510.298,62372,7770550000.0,592.47,7922070.0,4275.0,9.70650054,null,
2014-08-10,168803738.952,56139,7730000000.0,589.17,7555310.0,4450.0,9.40242291,null,
2014-08-11,270725814.342,72487,7760290000.0,591.28,14764200.0,4600.0,11.95858646,null,
2014-08-12,356224306.789,77933,7569070000.0,576.51,13978200.0,4475.0,12.42285842,null,
2014-08-13,376841173.207,76479,7490990000.0,570.38,25777500.0,3925.0,12.80518318,null,
2014-08-14,337444323.875,79877,7175190000.0,546.18,35803900.0,4375.0,12.48261996,null,
2014-08-15,348947187.437,69074,6717150000.0,511.14,25598300.0,4050.0,10.87958428,null,
2014-08-16,279325883.543,73382,6544250000.0,497.83,22832500.0,4250.0,14.3685366,null,
2014-08-17,192205725.321,58741,6826520000.0,519.14,24300900.0,4125.0,37.23219012,null,
2014-08-18,418214885.82,70887,6465210000.0,491.51,50783800.0,4575.0,11.26831538,null,
2014-08-19,241167620.837,73732,6072520000.0,461.48,38422400.0,4950.0,12.64506108,null,
2014-08-20,245226534.738,74262,6385230000.0,485.07,46527600.0,3950.0,12.26543871,null,
2014-08-21,292619277.252,74380,6721410000.0,510.45,49444200.0,4225.0,11.68474022,null,
2014-08-22,1669267931.68,67305,6817460000.0,517.58,36563900.0,3975.0,10.81624149,null,
2014-08-23,284278405.078,59124,6764340000.0,513.39,25171900.0,4000.0,8.97282322,null,
2014-08-24,178570314.022,56564,6567300000.0,498.29,19441700.0,4000.0,9.00087385,null,
2014-08-25,381770547.866,66541,6700090000.0,508.22,18356700.0,3275.0,15.94493501,null,
2014-08-26,871811764.567,73675,6626970000.0,502.54,23235100.0,4400.0,11.54143926,null,
2014-08-27,711015488.216,73326,6756340000.0,512.19,22648500.0,3800.0,11.59565324,null,
2014-08-28,334877520.929,69083,6741320000.0,510.88,19862000.0,4475.0,10.930889,null,
2014-08-29,247616215.085,67248,6711080000.0,508.43,17624800.0,4350.0,10.26840434,null,
2014-08-30,272270373.439,64168,6715420000.0,508.59,9424070.0,4275.0,9.59588597,null,
2014-08-31,215984213.344,58321,6642630000.0,502.9,44632300.0,4825.0,8.91984001,null,
2014-09-01,270209880.794,67148,6313120000.0,477.79,20432000.0,3625.0,10.49616671,null,
2014-09-02,214840287.447,70486,6270970000.0,474.48,23337900.0,3550.0,11.31693449,null,
2014-09-03,184935636.354,74005,6304370000.0,476.87,13342200.0,4375.0,11.5879174,null,
2014-09-04,161360809.013,70501,6317100000.0,477.68,26081400.0,3950.0,11.08380029,null,
2014-09-05,162334249.807,67144,6477530000.0,489.67,15302500.0,3550.0,10.86692596,null,
2014-09-06,142232956.723,64830,6395630000.0,483.34,10601400.0,4425.0,10.01473118,null,
2014-09-07,119907337.342,61058,6421460000.0,485.13,8994050.0,3925.0,19.77283189,null,
2014-09-08,210516572.643,73413,6379410000.0,481.81,30238000.0,3925.0,11.49393379,null,
2014-09-09,178961466.63,78522,6289350000.0,474.88,21447800.0,3300.0,13.03758738,null,
2014-09-10,190284668.154,75781,6299070000.0,475.48,22787800.0,3875.0,14.38282186,null,
2014-09-11,155688843.773,66931,6355700000.0,479.62,16852900.0,4275.0,10.25164404,null,
2014-09-12,162711593.676,65856,6357290000.0,479.58,15437200.0,3925.0,10.38622762,null,
2014-09-13,118413004.698,62531,6335400000.0,477.79,15588000.0,4425.0,9.8613517,null,
2014-09-14,132739887.008,67717,6355140000.0,479.12,13105500.0,4150.0,10.74595875,null,
2014-09-15,151749948.225,75542,6339090000.0,477.76,15345200.0,3875.0,12.2456938,null,
2014-09-16,158652907.27,87098,6302440000.0,474.86,16797300.0,4125.0,14.45881495,null,
2014-09-17,164719481.121,79584,6185010000.0,465.86,21056800.0,4700.0,12.21467526,null,
2014-09-18,235045008.808,79049,6067610000.0,456.86,34483200.0,4475.0,12.40376755,null,
2014-09-19,250029702.129,71239,5634440000.0,424.1,37919700.0,4275.0,11.04396275,null,
2014-09-20,230286639.96,61977,5245150000.0,394.67,36863600.0,4125.0,9.91822453,null,
2014-09-21,285371085.498,60476,5425180000.0,408.08,26580100.0,4400.0,9.45779944,null,
2014-09-22,143134128.722,71776,5307360000.0,399.1,24127600.0,4000.0,11.4113252,null,
2014-09-23,174793885.44,75051,5348840000.0,402.09,45099500.0,3850.0,12.43653356,null,
2014-09-24,167648792.513,76447,5798220000.0,435.75,30627700.0,3925.0,12.51321001,null,
2014-09-25,159480879.53,78287,5632260000.0,423.16,26814400.0,4175.0,13.30083893,null,
2014-09-26,164563972.388,72847,5477970000.0,411.43,21460800.0,3725.0,47.50781177,null,
2014-09-27,114655820.483,65272,5374500000.0,403.56,15029300.0,3200.0,11.09466969,null,
2014-09-28,125309151.718,62254,5321420000.0,399.47,23613300.0,3300.0,10.86970122,null,
2014-09-29,189765381.278,74393,5022360000.0,376.93,32497700.0,3475.0,11.61476265,null,
2014-09-30,173450805.15,77883,5012450000.0,376.09,34707300.0,3850.0,12.28103848,null,
2014-10-01,195135592.034,79499,5165060000.0,387.43,26229400.0,3800.0,12.81336375,null,
2014-10-02,159281390.853,72862,5120700000.0,383.99,21777700.0,3575.0,11.53256294,null,
2014-10-03,165913609.681,73302,5004540000.0,375.18,30901200.0,3575.0,11.80000295,null,
2014-10-04,207185996.858,69515,4801920000.0,359.89,47236500.0,3550.0,13.01703573,null,
2014-10-05,249601607.724,66479,4389890000.0,328.92,83308100.0,4500.0,11.46473244,null,
2014-10-06,335167652.084,76848,4277430000.0,320.39,79011800.0,3900.0,12.55101697,null,
2014-10-07,237212652.46,78468,4414880000.0,330.58,49199900.0,3750.0,13.21794318,null,
2014-10-08,218601178.791,79532,4489870000.0,336.12,54736300.0,3350.0,12.92178624,null,
2014-10-09,284100642.356,78661,4713320000.0,352.75,83641100.0,3450.0,13.33227133,null,
2014-10-10,256044106.96,85266,4874190000.0,364.69,43665700.0,4200.0,13.4470694,null,
2014-10-11,214626518.164,65918,4831160000.0,361.36,13345200.0,3425.0,10.54079744,null,
2014-10-12,130797571.212,62432,4849070000.0,362.61,17552800.0,3725.0,10.98608225,null,
2014-10-13,234456384.85,74690,5055290000.0,377.92,35221400.0,3800.0,12.66306294,null,
2014-10-14,233438433.076,83450,5241030000.0,391.69,38491500.0,3400.0,13.44951575,null,
2014-10-15,204356457.266,76603,5366290000.0,400.95,25267100.0,3775.0,12.60889796,null,
2014-10-16,202906478.716,73179,5281630000.0,394.52,26990000.0,3750.0,12.01439781,null,
2014-10-17,197470859.741,72563,5125580000.0,382.76,13600700.0,3350.0,11.90630424,null,
2014-10-18,146308533.662,67187,5143260000.0,383.98,11416800.0,4225.0,10.7205738,null,
2014-10-19,113847287.515,62272,5242370000.0,391.25,5914570.0,3225.0,10.33493831,null,
2014-10-20,200752800.636,80546,5216560000.0,389.23,16419000.0,3700.0,12.50595393,null,
2014-10-21,171434475.089,79594,5126590000.0,382.42,14188900.0,3300.0,12.81319659,null,
2014-10-22,219249464.067,79399,5177640000.0,386.12,11641300.0,4350.0,12.51589082,null,
2014-10-23,218821849.583,82868,5136830000.0,382.96,26456900.0,3750.0,13.08960183,null,
2014-10-24,166438943.352,76992,4811290000.0,358.59,15585700.0,3800.0,12.35884619,null,
2014-10-25,179990591.144,74489,4812990000.0,358.61,18127500.0,4000.0,11.62312969,null,
2014-10-26,122668642.837,71097,4665040000.0,347.49,11272500.0,3175.0,11.14531717,null,
2014-10-27,161035074.797,80024,4764020000.0,354.78,13033000.0,3925.0,12.74345988,null,
2014-10-28,158494435.162,87402,4744450000.0,353.21,7845880.0,3650.0,13.42275188,null,
2014-10-29,202535752.694,93357,4797700000.0,357.09,18192700.0,3600.0,14.30178246,null,
2014-10-30,164519839.542,90922,4511760000.0,335.71,30177900.0,4200.0,13.75005955,null,
2014-10-31,155995435.74,88383,4638210000.0,345.01,12545400.0,4800.0,13.2566516,null,
2014-11-01,176569136.622,73556,4554320000.0,338.65,16677200.0,4050.0,13.07513607,null,
2014-11-02,104110368.818,73736,4386500000.0,326.07,8603620.0,3825.0,12.12091301,null,
2014-11-03,143309799.409,87387,4380950000.0,325.57,12948500.0,4225.0,13.39352055,null,
2014-11-04,196748031.398,91127,4403750000.0,327.16,15655500.0,4050.0,16.98828195,null,
2014-11-05,274628660.079,86610,4452510000.0,330.68,19817200.0,3725.0,13.01255757,null,
2014-11-06,184428768.772,92431,4571830000.0,339.46,18797000.0,3700.0,14.08289031,null,
2014-11-07,223951206.473,87793,4712700000.0,349.82,16834200.0,3625.0,13.80418869,null,
2014-11-08,124832113.928,74265,4610750000.0,342.15,8535470.0,3925.0,11.22685235,null,
2014-11-09,131234254.093,71182,4655480000.0,345.38,24205600.0,3575.0,14.90129404,null,
2014-11-10,226654925.965,85849,4884490000.0,362.26,30450100.0,3875.0,13.01936718,null,
2014-11-11,182802496.142,87257,4934270000.0,365.86,15838900.0,3350.0,13.40411478,null,
2014-11-12,280103141.025,92330,4964150000.0,367.99,45783200.0,3625.0,14.54467197,null,
2014-11-13,424051005.738,96166,5765520000.0,427.27,58945000.0,3550.0,15.19410856,null,
2014-11-14,497333834.917,88279,5647540000.0,418.42,29589200.0,3725.0,13.47337086,null,
2014-11-15,223790895.184,73954,5395770000.0,399.65,15727500.0,3675.0,11.39279557,null,
2014-11-16,202604644.145,73211,5060640000.0,374.73,11905600.0,3500.0,11.11933422,null,
2014-11-17,220105631.247,86546,5246000000.0,388.35,41518800.0,3875.0,14.84459604,null,
2014-11-18,303425022.459,85988,5239790000.0,387.79,32222500.0,3800.0,12.82592518,null,
2014-11-19,228706185.648,87633,5053560000.0,373.9,18931800.0,3475.0,13.5012235,null,
2014-11-20,299766486.751,87096,5141550000.0,380.31,25233200.0,3400.0,13.08943067,null,
2014-11-21,362704953.925,86872,4839570000.0,357.88,29850100.0,3125.0,13.33517373,null,
2014-11-22,221699891.322,74564,4755830000.0,351.6,15273000.0,3900.0,10.9986982,null,
2014-11-23,127918263.249,75163,4778440000.0,353.18,15151600.0,3625.0,11.50755781,null,
2014-11-24,184506928.202,85232,4966080000.0,366.95,30930100.0,3775.0,12.66627626,null,
2014-11-25,288758251.91,84558,5101970000.0,376.89,25442200.0,3150.0,12.58952529,null,
2014-11-26,244731686.687,86434,5091480000.0,376.02,18601700.0,3475.0,12.2579641,null,
2014-11-27,211494722.619,84351,5018040000.0,370.5,8748030.0,3425.0,12.03016915,null,
2014-11-28,380763819.224,86370,5004050000.0,369.37,22946500.0,3800.0,11.78410796,null,
2014-11-29,261894895.27,80431,5097280000.0,376.15,15375600.0,3900.0,11.27120843,null,
2014-11-30,261146616.355,82702,5090060000.0,375.51,9194440.0,3775.0,12.03636344,null,
2014-12-01,319416544.483,94871,5128700000.0,378.25,11763000.0,3575.0,14.03650086,null,
2014-12-02,384029012.649,99678,5143500000.0,379.25,12364100.0,3675.0,13.92613227,null,
2014-12-03,360510054.2,98042,5178450000.0,381.72,13340100.0,2950.0,13.75338637,null,
2014-12-04,314810489.591,98880,5098100000.0,375.72,14529600.0,3600.0,13.7457972,null,
2014-12-05,339994949.822,91967,5014290000.0,369.44,15181800.0,3900.0,13.5739702,null,
2014-12-06,209537648.707,81410,5115040000.0,376.76,7009320.0,3475.0,11.37937185,null,
2014-12-07,223829337.842,80024,5090240000.0,374.84,6491650.0,3275.0,11.4256909,null,
2014-12-08,514336229.759,85065,5093180000.0,374.96,18898700.0,3700.0,14.62974279,null,
2014-12-09,354423251.583,90653,4917110000.0,361.89,32915500.0,3600.0,13.18413366,null,
2014-12-10,321762540.832,89963,4786700000.0,352.2,16427700.0,3875.0,12.58213667,null,
2014-12-11,227895091.841,83990,4681040000.0,344.34,32431300.0,3625.0,11.86967363,null,
2014-12-12,216974879.371,80124,4770620000.0,350.83,16989800.0,3500.0,11.55407675,null,
2014-12-13,216840348.14,78693,4792870000.0,352.38,11675900.0,3600.0,10.89519376,null,
2014-12-14,183644049.056,76426,4717270000.0,346.73,12415200.0,3300.0,11.1907132,null,
