date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses
2014-12-15,254280723.106,95946,4781560000.0,351.36,17264200.0,3950.0,14.7926708,null,
2014-12-16,287129097.925,97914,4705370000.0,345.67,30864900.0,3325.0,14.58261155,null,
2014-12-17,302795014.37,96295,4450380000.0,326.86,37567900.0,3050.0,14.92854625,null,
2014-12-18,332137174.403,98107,4355140000.0,319.79,39173000.0,3475.0,14.35912431,null,
2014-12-19,251888913.332,93477,4238930000.0,311.18,23823100.0,3225.0,14.45380487,null,
2014-12-20,208674332.731,91074,4327750000.0,317.62,20856700.0,3400.0,12.78457019,null,
2014-12-21,142155411.055,80034,4491320000.0,329.54,15207600.0,3650.0,11.35623461,null,
2014-12-22,273359877.113,88857,4376890000.0,321.07,22315100.0,3325.0,12.98388013,null,
2014-12-23,315867474.865,101615,4527490000.0,332.02,16574200.0,4025.0,14.31958568,null,
2014-12-24,233613110.6,88206,4561040000.0,334.38,15092300.0,3875.0,12.09897116,null,
2014-12-25,203666231.264,68427,4397250000.0,322.29,9883640.0,4125.0,9.39670386,null,
2014-12-26,165854567.171,73302,4355750000.0,319.15,16410500.0,3575.0,17.73122718,null,
2014-12-27,197469144.509,78324,4472050000.0,327.58,15185200.0,4000.0,18.54694223,null,
2014-12-28,197085775.043,74233,4317320000.0,316.16,11676600.0,4175.0,11.84155817,null,
2014-12-29,209628445.124,80514,4339700000.0,317.7,12302500.0,4075.0,14.23960233,null,
2014-12-30,279824991.121,85727,4272940000.0,312.72,12528300.0,3975.0,14.15059387,null,
2014-12-31,267369151.95,82138,4249480000.0,310.91,13942900.0,3725.0,12.10893582,null,
2015-01-01,131743302.507,57025,4380820000.0,320.44,8036550.0,4150.0,7.85606998,null,
2015-01-02,204841207.121,74944,4295210000.0,314.08,7860650.0,3900.0,11.13155797,null,
2015-01-03,241389624.765,85091,4307010000.0,314.85,33054400.0,4200.0,12.11478831,null,
2015-01-04,283487194.376,83115,3847150000.0,281.15,55629100.0,4175.0,20.38312824,null,
2015-01-05,265067527.957,94622,3628490000.0,265.08,43962800.0,4125.0,17.06459164,null,
2015-01-06,282282838.948,87693,3759970000.0,274.61,23245700.0,3875.0,12.9069098,null,
2015-01-07,334374412.365,91946,3918090000.0,286.08,24866800.0,3725.0,13.13392502,null,
2015-01-08,385118162.307,102295,4029490000.0,294.13,19982500.0,3550.0,15.30602579,null,
2015-01-09,284818041.773,102729,3869530000.0,282.38,18718600.0,3625.0,15.61045005,null,
2015-01-10,262383643.974,108113,3937990000.0,287.3,15264300.0,3700.0,15.50159659,null,
2015-01-11,323343832.183,91144,3764960000.0,274.61,18200800.0,3700.0,14.10013964,null,
2015-01-12,248321335.198,96039,3649970000.0,266.15,18880300.0,3850.0,32.56580631,null,
2015-01-13,409569207.969,100167,3668040000.0,267.39,72843900.0,2675.0,14.57769314,null,
2015-01-14,503030790.693,106088,3072020000.0,223.89,97638700.0,3950.0,16.24703531,null,
2015-01-15,448054163.986,118272,2427830000.0,176.9,81773500.0,3425.0,16.64675153,null,
2015-01-16,324428303.927,108073,2870180000.0,209.07,38421000.0,3650.0,15.40894779,null,
2015-01-17,245540607.374,89425,2853930000.0,207.83,23469700.0,3400.0,12.6526526,null,
2015-01-18,184106916.882,85636,2747730000.0,200.05,30085100.0,3875.0,12.49909271,null,
2015-01-19,189304070.778,96782,2905410000.0,211.47,18658300.0,3825.0,16.16006637,null,
2015-01-20,276299802.654,96416,2925910000.0,212.91,24051100.0,2775.0,14.18615284,null,
2015-01-21,276174527.421,102045,2905520000.0,211.38,29924600.0,3675.0,14.25492278,null,
2015-01-22,271828942.315,92528,3125520000.0,227.32,33544600.0,3550.0,13.05774185,null,
2015-01-23,222051807.167,88636,3211490000.0,233.52,24621700.0,3150.0,13.453513,null,
2015-01-24,172226071.646,84834,3200970000.0,232.7,24782500.0,3000.0,11.55435036,null,
2015-01-25,227939156.86,86601,3403300000.0,247.35,33582700.0,3175.0,13.04595188,null,
2015-01-26,482738117.976,105747,3496650000.0,254.08,106794000.0,3225.0,16.19768785,null,
2015-01-27,301335154.966,99829,3760210000.0,273.17,44399000.0,3550.0,14.02081171,null,
2015-01-28,180945185.366,88337,3626050000.0,263.35,44352200.0,4025.0,12.05205882,null,
2015-01-29,190666071.0,88452,3213920000.0,233.35,32213400.0,4200.0,11.89566045,null,
2015-01-30,183374728.927,83439,3206940000.0,232.77,26605200.0,3475.0,11.55033011,null,
2015-01-31,153885943.19,84680,3120490000.0,226.44,23348200.0,3950.0,12.31982067,null,
2015-02-01,162778088.898,80534,2989460000.0,216.87,29128500.0,4200.0,11.3420001,null,
2015-02-02,171234176.094,83135,3123010000.0,226.49,30612100.0,3675.0,12.06937625,null,
2015-02-03,259306202.067,91982,3275110000.0,237.45,40783700.0,3450.0,13.13396104,null,
2015-02-04,268781234.665,89581,3138700000.0,227.51,26594300.0,3850.0,12.45986726,null,
2015-02-05,262064495.275,89560,3141730000.0,227.66,22516400.0,3850.0,12.57623249,null,
2015-02-06,178537420.085,84060,2994350000.0,216.92,24435300.0,4425.0,11.48752352,null,
2015-02-07,124822842.9,81842,3074140000.0,222.63,21604200.0,4125.0,11.52454814,null,
2015-02-08,133723166.384,85153,3144920000.0,227.69,17145200.0,3225.0,11.93192935,null,
2015-02-09,159656337.423,97571,3086220000.0,223.39,27791300.0,3925.0,13.88752032,null,
2015-02-10,163939932.78,105651,3044180000.0,220.28,21115100.0,3750.0,14.58383643,null,
2015-02-11,166040482.147,99317,3037370000.0,219.73,17201900.0,3875.0,14.74440892,null,
2015-02-12,154908609.181,92777,3030990000.0,219.21,15206200.0,3250.0,13.38084918,null,
2015-02-13,193251277.328,105049,3069830000.0,221.97,42744400.0,3475.0,16.02196785,null,
2015-02-14,150751101.093,107122,3258210000.0,235.53,49732500.0,4100.0,16.34034372,null,
2015-02-15,167765195.626,83928,3563290000.0,257.51,56552400.0,3475.0,13.62772672,null,
2015-02-16,150038016.807,104430,3250240000.0,234.82,28153700.0,3925.0,15.40675656,null,
2015-02-17,157762281.568,101868,3231750000.0,233.42,27363100.0,3800.0,15.69505877,null,
2015-02-18,174604385.031,102002,3376060000.0,243.78,25200800.0,3975.0,14.83530028,null,
2015-02-19,145459851.118,97591,3274980000.0,236.41,18270500.0,4200.0,13.91341413,null,
2015-02-20,148833370.683,95355,3329190000.0,240.25,23876700.0,3950.0,14.74856785,null,
2015-02-21,150306824.963,91012,3378660000.0,243.75,12284200.0,3500.0,13.36198115,null,
2015-02-22,100111713.304,84608,3390510000.0,244.54,19527000.0,3800.0,12.19665865,null,
2015-02-23,157836796.908,98949,3272880000.0,236.0,16400000.0,3425.0,14.05620907,null,
2015-02-24,167627615.465,104506,3315370000.0,239.0,14200400.0,3400.0,14.73037716,null,
2015-02-25,165951004.062,105429,3314640000.0,238.89,11496200.0,3975.0,15.10803303,null,
2015-02-26,214405305.888,100341,3294030000.0,237.34,13619400.0,3650.0,14.26795461,null,
2015-02-27,383873038.805,102857,3282410000.0,236.44,44013900.0,3925.0,14.54017982,null,
2015-02-28,149379330.802,91306,3520560000.0,253.52,13949300.0,3400.0,13.89333037,null,
2015-03-01,238175491.059,83602,3532050000.0,254.28,25213700.0,3650.0,12.31285895,null,
2015-03-02,502151701.864,104605,3617340000.0,260.36,40465700.0,3775.0,16.21037854,null,
2015-03-03,295644890.677,111341,3822510000.0,275.05,50461300.0,4000.0,15.58235074,null,
2015-03-04,214790263.857,99579,3920130000.0,281.99,41383000.0,3700.0,14.56844136,null,
2015-03-05,256660203.434,98932,3792480000.0,272.74,41302400.0,3000.0,14.62106544,null,
2015-03-06,209242303.106,95356,3833160000.0,275.6,28918900.0,3875.0,17.13106569,null,
2015-03-07,194303505.903,92801,3788190000.0,272.29,17825900.0,3425.0,13.07246043,null,
2015-03-08,646057821.231,87815,3846750000.0,276.43,22067900.0,4000.0,13.5221797,null,
2015-03-09,246198532.586,102276,3825250000.0,274.81,59178200.0,3425.0,15.24892203,null,
2015-03-10,309329143.376,108319,4035790000.0,289.86,67770800.0,3650.0,15.85399799,null,
2015-03-11,226892240.088,101387,4060030000.0,291.52,33963900.0,4125.0,15.3184669,null,
2015-03-12,248129090.51,96581,4125290000.0,296.13,32585200.0,3325.0,14.04620906,null,
2015-03-13,239793705.556,97236,4098250000.0,294.12,31421500.0,3575.0,13.90358951,null,
2015-03-14,223666673.067,88209,3964470000.0,284.44,22612300.0,3275.0,12.35188271,null,
2015-03-15,143635787.621,85144,3923350000.0,281.43,11970100.0,3700.0,11.90421629,null,
2015-03-16,228499389.929,101809,3983760000.0,285.69,21516100.0,3275.0,14.65125755,null,
2015-03-17,212179148.256,100575,4053230000.0,290.6,21497200.0,3525.0,14.28947191,null,
2015-03-18,375134185.119,102257,3977030000.0,285.07,57008000.0,3625.0,15.42972583,null,
2015-03-19,273904312.574,103047,3570820000.0,255.88,52732000.0,3550.0,15.90839384,null,
2015-03-20,200320538.496,100107,3642550000.0,260.96,18456700.0,3375.0,15.64860137,null,
2015-03-21,152069046.874,100476,3653040000.0,261.64,17130100.0,3675.0,14.70695936,null,
2015-03-22,110485317.555,85432,3629920000.0,259.92,18438100.0,3275.0,12.3081063,null,
2015-03-23,196124064.198,106189,3742290000.0,267.89,22811900.0,3775.0,17.43693874,null,
2015-03-24,236775763.112,95653,3724830000.0,266.58,40073700.0,4300.0,14.11024766,null,
2015-03-25,228540391.119,96443,3458950000.0,247.47,35866900.0,4275.0,15.63150831,null,
2015-03-26,211830804.05,98495,3443230000.0,246.28,25730000.0,3575.0,14.28154569,null,
2015-03-27,243890205.666,103421,3476180000.0,248.57,17274900.0,4400.0,14.81407868,null,
2015-03-28,147274729.185,88252,3454980000.0,246.97,16040900.0,3700.0,12.70342532,null,
2015-03-29,122179870.989,88694,3536570000.0,252.74,21699400.0,3725.0,12.40138103,null,
2015-03-30,180346914.889,103390,3399510000.0,242.88,23009600.0,3550.0,15.18918419,null,
2015-03-31,184119014.34,110634,3464410000.0,247.45,22672000.0,3750.0,15.35633761,null,
2015-04-01,226630652.171,121155,3420100000.0,244.22,22877200.0,3475.0,17.36091057,null,
2015-04-02,185717692.268,112530,3461060000.0,247.09,26272600.0,3675.0,15.75240199,null,
2015-04-03,165779491.123,105975,3545940000.0,253.07,23146600.0,3775.0,15.17079997,null,
2015-04-04,117593160.107,94397,3563920000.0,254.29,12493500.0,3975.0,14.64723494,null,
2015-04-05,98553884.5134,93053,3557460000.0,253.76,19649200.0,3700.0,14.37833029,null,
2015-04-06,147786838.147,100835,3655990000.0,260.72,20034200.0,3125.0,15.3685661,null,
2015-04-07,180413811.832,112065,3580410000.0,255.27,18467400.0,4000.0,16.12131218,null,
2015-04-08,219767867.679,110162,3550390000.0,253.06,30086400.0,3025.0,15.89693994,null,
2015-04-09,187954716.893,117897,3434520000.0,244.75,21643500.0,3550.0,19.04414047,null,
2015-04-10,190817034.514,111816,3420500000.0,243.69,28882000.0,3600.0,27.62190553,null,
2015-04-11,146602375.04,102716,3313620000.0,236.02,16365200.0,3500.0,17.01915505,null,
2015-04-12,98062841.3271,87349,3321740000.0,236.53,12387900.0,3250.0,14.22588039,null,
2015-04-13,158985967.294,107370,3314280000.0,235.95,31181800.0,3650.0,16.102748,null,
2015-04-14,222195185.796,114380,3157970000.0,224.76,31719000.0,3975.0,16.96181239,null,
2015-04-15,149067180.34,104949,3078890000.0,219.07,22562000.0,3000.0,15.03463598,null,
2015-04-16,225602159.17,102464,3147650000.0,223.92,24805400.0,3425.0,14.71325456,null,
2015-04-17,242377316.048,101632,3213910000.0,228.57,20429800.0,3300.0,14.28467274,null,
2015-04-18,157492272.971,100200,3134170000.0,222.85,12939000.0,3475.0,13.93849707,null,
2015-04-19,169459021.072,89817,3143460000.0,223.46,15021500.0,3400.0,12.76157048,null,
2015-04-20,250840943.432,110799,3132400000.0,222.61,18364700.0,3925.0,16.16074129,null,
2015-04-21,231362417.845,114532,3161520000.0,224.62,24978000.0,4000.0,15.87430391,null,
2015-04-22,303780692.336,114457,3316990000.0,235.6,23847900.0,3800.0,16.25285687,null,
2015-04-23,198386846.257,105589,3296060000.0,234.05,17036000.0,3275.0,14.74480878,null,
2015-04-24,272398735.869,112613,3323830000.0,235.97,21448700.0,3150.0,16.74613906,null,
2015-04-25,210448635.714,100599,3257850000.0,231.24,13957200.0,3825.0,99.73259827,null,
2015-04-26,209635549.74,92380,3190790000.0,226.41,28943700.0,3825.0,13.22819741,null,
2015-04-27,263484670.008,110005,3093200000.0,219.43,38574000.0,3400.0,15.15137067,null,
2015-04-28,266033727.778,113638,3228470000.0,228.97,21469200.0,3750.0,16.03122042,null,
2015-04-29,264200418.561,118296,3181700000.0,225.59,18936500.0,3350.0,17.36232648,null,
2015-04-30,239909582.364,111099,3183860000.0,225.69,33818600.0,3200.0,16.08550077,null,
2015-05-01,254773777.048,103470,3329190000.0,235.94,18815300.0,3625.0,14.70023174,null,
2015-05-02,187409594.482,96269,3279270000.0,232.34,12535500.0,3750.0,13.99186812,null,
2015-05-03,162065099.882,86254,3315980000.0,234.88,18494100.0,3525.0,12.58895848,null,
2015-05-04,250273107.484,97268,3394130000.0,240.36,21223400.0,3325.0,14.15633436,null,
2015-05-05,257601946.393,115868,3373650000.0,238.85,23929100.0,3800.0,16.40594879,null,
2015-05-06,237284242.14,111320,3337790000.0,236.25,29587200.0,3750.0,15.59365577,null,
2015-05-07,288185975.035,112173,3245660000.0,229.66,29064400.0,3775.0,16.22517764,null,
2015-05-08,229701501.762,106499,3353090000.0,237.2,27445500.0,3675.0,15.76443367,null,
2015-05-09,199084081.301,99217,3446790000.0,243.77,19790500.0,3225.0,14.69407894,null,
2015-05-10,213073066.402,91152,3418740000.0,241.73,15019100.0,3300.0,15.4053723,null,
2015-05-11,236986895.155,103821,3399290000.0,240.3,20892300.0,3650.0,16.431866,null,
2015-05-12,239587863.694,111574,3426350000.0,242.15,19282600.0,3925.0,16.41415576,null,
2015-05-13,236350069.169,108349,3416690000.0,241.4,27180100.0,4150.0,15.33831835,null,
2015-05-14,235130868.313,102420,3344280000.0,236.21,24413700.0,3500.0,14.34193128,null,
2015-05-15,199915168.046,106287,3355680000.0,236.96,16329400.0,4000.0,15.09959703,null,
2015-05-16,151221902.399,91518,3366300000.0,237.64,11089700.0,3175.0,13.41677342,null,
2015-05-17,135389238.969,86155,3343940000.0,236.01,11134300.0,4325.0,12.56355596,null,
2015-05-18,181479914.402,98677,3357380000.0,236.89,16780300.0,3650.0,15.17722871,null,
2015-05-19,241569632.953,107307,3303650000.0,233.04,14241900.0,3400.0,15.51032634,null,
2015-05-20,241751204.074,108220,3288140000.0,231.89,15499400.0,3575.0,15.48108746,null,
2015-05-21,187066859.969,98127,3319140000.0,234.02,15108900.0,3625.0,14.38872583,null,
2015-05-22,236150512.949,100529,3338560000.0,235.32,27003000.0,3700.0,15.20924588,null,
2015-05-23,225017301.988,91114,3409830000.0,240.29,14605000.0,2825.0,13.24436216,null,
2015-05-24,139711868.207,91019,3391910000.0,238.98,11508000.0,3575.0,13.16070096,null,
2015-05-25,171619262.835,104175,3420480000.0,240.93,14423900.0,3525.0,15.36859022,null,
2015-05-26,205660890.354,106547,3367040000.0,237.1,16425000.0,3425.0,17.70303647,null,
2015-05-27,231855222.513,110243,3367340000.0,237.06,18837000.0,3625.0,16.56797692,null,
2015-05-28,213977697.043,108684,3370890000.0,237.26,13829600.0,3350.0,15.97731108,null,
2015-05-29,233777947.559,124585,3373380000.0,237.38,14805000.0,4000.0,17.64094182,null,
2015-05-30,190567262.841,130878,3370240000.0,237.09,14098600.0,2975.0,17.92366924,null,
2015-05-31,164609352.531,96527,3314780000.0,233.13,14730800.0,3850.0,38.86519149,null,
2015-06-01,257999820.785,120648,3274370000.0,230.23,26090500.0,3350.0,20.6013467,null,
2015-06-02,240878304.148,132206,3170730000.0,222.89,20459000.0,3750.0,19.15504964,null,
2015-06-03,242601779.333,126686,3212010000.0,225.74,17752400.0,3525.0,17.79077511,null,
2015-06-04,225737645.722,121334,3213320000.0,225.77,14728100.0,3500.0,17.20740277,null,
2015-06-05,248370901.556,110418,3191080000.0,224.15,18056500.0,3650.0,16.43932459,null,
2015-06-06,180711610.806,94567,3203980000.0,225.0,11131500.0,4125.0,14.14283042,null,
2015-06-07,168776650.325,87587,3213390000.0,225.6,13318400.0,3925.0,13.55333484,null,
2015-06-08,178321876.191,103233,3175520000.0,222.88,23378400.0,3825.0,16.76885156,null,
2015-06-09,233478020.987,113175,3257050000.0,228.54,28353100.0,3750.0,16.70288963,null,
2015-06-10,242342894.382,134362,3264420000.0,229.0,15904800.0,4150.0,20.0200267,null,
2015-06-11,241329267.788,121677,3263390000.0,228.85,14416000.0,3675.0,17.72155088,null,
2015-06-12,251724032.051,126920,3276290000.0,229.71,14017700.0,3425.0,18.32787903,null,
2015-06-13,192788876.524,108404,3280180000.0,229.92,13305300.0,3950.0,17.16978432,null,
2015-06-14,237360817.904,104451,3317080000.0,232.44,12165900.0,3700.0,16.60547161,null,
2015-06-15,282834777.407,120608,3331930000.0,233.42,19912100.0,3625.0,18.08261468,null,
2015-06-16,378232408.49,127461,3380500000.0,236.76,41612000.0,3175.0,20.40395219,null,
2015-06-17,405327912.77,130215,3581960000.0,250.82,43858400.0,3525.0,24.1331345,null,
2015-06-18,316918467.519,119891,3563010000.0,249.43,30980200.0,3975.0,22.80733402,null,
2015-06-19,366454701.17,129356,3558500000.0,249.04,23965300.0,3900.0,27.43918769,null,
2015-06-20,259135026.289,110651,3494910000.0,244.53,20608100.0,3350.0,21.25656864,null,
2015-06-21,182488488.116,94270,3503880000.0,245.1,10600900.0,3050.0,13.46584259,null,
2015-06-22,227008738.168,110155,3488460000.0,243.97,17692500.0,3650.0,23.62903039,null,
2015-06-23,287835070.942,130564,3531700000.0,246.93,15108700.0,3650.0,22.55311862,null,
2015-06-24,252698021.122,111144,3494730000.0,244.28,17344900.0,3700.0,16.10552497,null,
2015-06-25,206025254.213,114110,3439620000.0,240.37,16133100.0,4000.0,17.10600189,null,
2015-06-26,335453067.811,115832,3472580000.0,242.6,13983500.0,3875.0,17.9175841,null,
2015-06-27,295338935.328,109204,3487060000.0,243.55,20488600.0,3125.0,17.16731369,null,
2015-06-28,193944037.245,97974,3593900000.0,250.96,15137600.0,3750.0,15.31906662,null,
2015-06-29,280424269.102,118615,3562790000.0,248.72,34742900.0,3275.0,17.95859765,null,
2015-06-30,398786794.571,153529,3682790000.0,257.04,44533800.0,3650.0,28.39404507,null,
2015-07-01,292140307.134,144399,3774140000.0,263.35,27029800.0,3525.0,22.34030167,null,
2015-07-02,306019037.841,140149,3706320000.0,258.55,21551900.0,3675.0,22.99582991,null,
2015-07-03,313756260.533,137128,3662970000.0,255.46,19033800.0,4025.0,24.69032101,null,
2015-07-04,230839855.135,108883,3678800000.0,256.49,15620400.0,3675.0,18.03938279,null,
2015-07-05,241969554.154,105854,3741670000.0,260.81,44156100.0,3750.0,18.76217426,null,
2015-07-06,373996331.643,160973,3890430000.0,271.11,49154800.0,4275.0,31.53538229,null,
2015-07-07,324610100.295,188331,3875220000.0,269.96,28857600.0,3575.0,41.54840615,null,
2015-07-08,315585686.875,208173,3818970000.0,265.98,36980200.0,3975.0,53.33951742,null,
2015-07-09,333916071.414,191687,3889620000.0,270.83,40301200.0,3450.0,41.96177509,null,
2015-07-10,446862319.378,204210,3866510000.0,269.16,100390000.0,3850.0,38.14406792,null,
2015-07-11,334327603.451,181840,4093500000.0,284.88,41109900.0,3625.0,36.96150188,null,
2015-07-12,352586436.668,199009,4213280000.0,293.14,56405000.0,3500.0,45.9325014,null,
2015-07-13,379224156.126,173307,4468540000.0,310.83,62053900.0,3600.0,33.49308733,null,
2015-07-14,346178395.178,121289,4199450000.0,292.03,28727200.0,3475.0,28.78263116,null,
2015-07-15,314519599.772,117982,4143120000.0,288.05,27486600.0,4025.0,26.78300519,null,
2015-07-16,386787336.733,114627,4115410000.0,286.04,49482600.0,3175.0,27.65840845,null,
2015-07-17,301427889.528,117114,4001950000.0,278.09,27591400.0,3775.0,24.58494385,null,
2015-07-18,230483517.388,118723,4020820000.0,279.33,25187100.0,3825.0,44.11616592,null,
2015-07-19,182511900.997,134454,3956140000.0,274.77,15332500.0,3600.0,19.20129942,null,
2015-07-20,236913484.973,117985,3938930000.0,273.5,22711400.0,3700.0,35.6756411,null,
2015-07-21,280359531.571,133285,4017540000.0,278.88,22930700.0,3575.0,28.56326679,null,
2015-07-22,240619231.915,134374,3971960000.0,275.66,19389800.0,3700.0,28.17328003,null,
2015-07-23,266388626.479,111863,3997290000.0,277.34,18531300.0,3575.0,26.80290432,null,
2015-07-24,297293684.89,109429,3978990000.0,276.0,37199400.0,4250.0,23.21557112,null,
2015-07-25,204962218.38,102833,4155500000.0,288.16,20662200.0,3775.0,20.80278217,null,
2015-07-26,143681485.784,89964,4163470000.0,288.64,16032300.0,3550.0,19.57773715,null,
2015-07-27,243408444.555,113358,4222210000.0,292.64,30592000.0,3675.0,31.50399673,null,
2015-07-28,320396422.5,114568,4237650000.0,293.63,25453600.0,3500.0,26.48918945,null,
2015-07-29,277836743.887,140980,4250940000.0,294.48,24672600.0,3850.0,39.18206378,null,
2015-07-30,266803253.593,131157,4174360000.0,289.1,21635800.0,3400.0,34.11170226,null,
2015-07-31,263039296.655,136981,4155010000.0,287.7,23629100.0,3600.0,37.06635251,null,
2015-08-01,209969117.815,157799,4112610000.0,284.69,18995000.0,4025.0,34.19875852,null,
2015-08-02,154684087.058,97261,4052470000.0,280.45,17722200.0,3750.0,22.45622586,null,
2015-08-03,230065555.09,124090,4087610000.0,282.81,21474100.0,3900.0,25.15547809,null,
2015-08-04,259087632.478,131594,4065870000.0,281.23,21908700.0,3450.0,34.25170711,null,
2015-08-05,318472927.376,129837,4119190000.0,284.85,20128000.0,3225.0,34.3051728,null,
2015-08-06,279376758.488,134436,4077600000.0,281.91,18792100.0,3550.0,36.87780825,null,
2015-08-07,292052575.048,121029,4032820000.0,278.74,42484800.0,3550.0,28.21146766,null,
2015-08-08,289980404.725,101599,4048270000.0,279.74,58533000.0,4050.0,22.53674817,null,
2015-08-09,304957336.421,89937,3779770000.0,261.12,23789600.0,3250.0,18.71323906,null,
2015-08-10,287821077.476,111405,3843850000.0,265.48,20979400.0,4325.0,27.2134821,null,
2015-08-11,279935629.17,117239,3828500000.0,264.34,25433900.0,4200.0,26.6333475,null,
2015-08-12,312440693.008,116367,3920210000.0,270.6,26815400.0,3075.0,25.3674595,null,
2015-08-13,338626860.828,117871,3857090000.0,266.18,27685500.0,3750.0,25.04715135,null,
2015-08-14,329148435.476,111030,3828340000.0,264.13,27091200.0,3375.0,24.33639928,null,
2015-08-15,254521679.608,98422,3849530000.0,265.53,19321100.0,3350.0,20.99042465,null,
2015-08-16,271676952.626,86754,3797330000.0,261.87,29717000.0,3600.0,18.2891781,null,
2015-08-17,337862458.836,112090,3749260000.0,258.49,21617900.0,3575.0,23.30970771,null,
2015-08-18,406441634.748,120195,3742020000.0,257.93,42147200.0,3625.0,25.77426057,null,
2015-08-19,370984019.918,122075,3274860000.0,225.67,60869200.0,3875.0,24.59124418,null,
2015-08-20,311871518.46,116959,3293570000.0,226.9,32275000.0,3825.0,25.26291979,null,
2015-08-21,323532723.473,115801,3417200000.0,235.35,23173800.0,4000.0,23.72098323,null,
2015-08-22,264931064.697,105679,3379050000.0,232.66,23205900.0,3875.0,22.55638699,null,
2015-08-23,234347715.936,93952,3346760000.0,230.38,18406600.0,3400.0,20.39686001,null,
2015-08-24,391154489.756,119017,3314640000.0,228.11,59220700.0,3850.0,25.229565,null,
2015-08-25,409074698.856,124916,3053250000.0,210.07,61089200.0,3400.0,25.83510482,null,
2015-08-26,313401739.94,124715,3228540000.0,222.08,31808000.0,3950.0,25.4549747,null,
2015-08-27,326706484.621,114961,3287220000.0,226.05,21905400.0,3600.0,23.15723921,null,
2015-08-28,329818436.784,121126,3268370000.0,224.7,31336600.0,3850.0,24.5461252,null,
2015-08-29,218227093.081,113113,3368880000.0,231.55,17142500.0,4000.0,22.52730241,null,
2015-08-30,168568324.061,94814,3345740000.0,229.9,19412600.0,3700.0,18.30473815,null,
2015-08-31,230375094.04,122092,3335220000.0,229.11,20710700.0,4000.0,26.96425504,null,
2015-09-01,291358010.307,135506,3352760000.0,230.26,20575200.0,3800.0,26.4941016,null,
2015-09-02,294800384.14,143310,3321180000.0,228.03,18760400.0,3950.0,48.03187173,null,
2015-09-03,250886764.871,133780,3340990000.0,229.32,17482000.0,3600.0,33.21381331,null,
2015-09-04,225042526.862,98041,3311080000.0,227.22,20962400.0,3900.0,22.41636578,null,
2015-09-05,199153546.793,132403,3355470000.0,230.2,20671400.0,3950.0,31.13336949,null,
2015-09-06,200259109.764,106544,3424420000.0,234.87,25473700.0,3675.0,21.85687675,null,
2015-09-07,204787260.686,122029,3499120000.0,239.93,21192200.0,3450.0,28.70289291,null,
2015-09-08,272560296.138,124655,3498750000.0,239.85,26879200.0,3450.0,26.04754183,null,
2015-09-09,317961057.725,127477,3551640000.0,243.41,23635700.0,3600.0,26.34717548,null,
2015-09-10,286529482.525,124063,3478410000.0,238.34,21215500.0,4375.0,28.7367539,null,
2015-09-11,262263772.651,164860,3479310000.0,238.33,19224700.0,4025.0,33.75014481,null,
2015-09-12,177485403.93,154252,3502520000.0,239.85,17962600.0,3550.0,33.12293654,null,
2015-09-13,169908122.466,142408,3435990000.0,235.24,18478800.0,3625.0,25.7179695,null,
2015-09-14,254218918.48,161617,3369190000.0,230.61,20997800.0,3775.0,30.34046613,null,
2015-09-15,263126949.135,167189,3368360000.0,230.49,19177800.0,4125.0,29.4265409,null,
2015-09-16,271196559.024,164113,3365740000.0,230.25,20144200.0,3575.0,26.57291552,null,
2015-09-17,256754503.553,248124,3349390000.0,229.08,18935400.0,3575.0,26.64910663,null,
2015-09-18,238883629.505,181707,3415440000.0,233.52,20242200.0,3625.0,26.3758538,null,
2015-09-19,243633618.205,114187,3406390000.0,232.86,12712600.0,3275.0,22.08227979,null,
2015-09-20,173672397.56,109206,3385770000.0,231.4,14444700.0,3150.0,20.96947239,null,
2015-09-21,298522605.163,126363,3383840000.0,231.22,19678800.0,3150.0,27.07533607,null,
2015-09-22,311628308.979,137623,3322420000.0,226.97,25009300.0,4050.0,28.41245341,null,
2015-09-23,260730421.484,133350,3381390000.0,230.94,17254100.0,3750.0,26.25085789,null,
2015-09-24,240437915.59,124448,3373850000.0,230.36,25097800.0,3600.0,24.12886677,null,
2015-09-25,288766390.928,129898,3433300000.0,234.36,22363600.0,4100.0,27.22450235,null,
2015-09-26,217267695.914,117232,3444730000.0,235.08,13724100.0,3725.0,25.37887763,null,
2015-09-27,157722239.116,107937,3431860000.0,234.14,14179900.0,3725.0,20.91949864,null,
2015-09-28,281270781.096,132661,3413630000.0,232.84,24713000.0,3375.0,26.22767263,null,
2015-09-29,339262970.235,138400,3505090000.0,239.02,22691300.0,4350.0,26.23929439,null,
2015-09-30,307654764.996,140222,3471280000.0,236.64,19743500.0,3875.0,27.49153829,null,
2015-10-01,289376477.292,138316,3462800000.0,236.0,20488800.0,3825.0,30.22710577,null,
2015-10-02,395375914.278,138498,3482190000.0,237.26,19677900.0,3275.0,24.95701028,null,
2015-10-03,215537709.71,123848,3482100000.0,237.2,16482700.0,3550.0,23.1288576,null,
2015-10-04,199350848.559,104323,3502460000.0,238.53,12999000.0,3925.0,19.57570215,null,
2015-10-05,264748204.847,118099,3497740000.0,238.15,23335900.0,3775.0,22.33949231,null,
2015-10-06,376693154.268,143781,3531230000.0,240.36,27535100.0,3625.0,25.04502727,null,
