Date,DJIA,S&P,NASDAQ
1993-04-01,3435.100098,451.670013,690.820007
1993-04-02,3439.399902,450.27999900000003,677.849976
1993-04-05,3370.8000490000004,441.420013,669.73999
1993-04-06,3379.1999509999996,442.290009,672.599976
1993-04-07,3377.600098,441.160004,664.849976
1993-04-08,3397.0,442.709991,668.179993
1993-04-12,3396.5,441.839996,670.3099980000001
1993-04-13,3428.399902,448.410004,676.369995
1993-04-14,3444.0,449.22000099999997,672.8599849999999
1993-04-15,3455.600098,448.60000599999995,671.26001
1993-04-16,3456.5,448.410004,669.4400019999999
1993-04-19,3478.600098,448.94000199999994,664.200012
1993-04-20,3467.0,447.459991,663.710022
1993-04-21,3443.5,445.089996,663.1099849999999
1993-04-22,3439.399902,443.549988,663.349976
1993-04-23,3428.600098,439.48999000000003,661.469971
1993-04-26,3413.8000490000004,437.02999900000003,656.789978
1993-04-27,3398.399902,433.51998899999995,645.97998
1993-04-28,3415.899902,438.01000999999997,655.539978
1993-04-29,3413.5,438.01998899999995,657.6099849999999
1993-04-30,3425.100098,438.89001500000006,660.679993
1993-05-03,3439.399902,440.19000199999994,662.75
1993-05-04,3446.5,442.579987,671.419983
1993-05-05,3446.1999509999996,443.98001100000005,678.780029
1993-05-06,3449.100098,444.60000599999995,683.76001
1993-05-07,3441.899902,443.27999900000003,680.320007
1993-05-10,3437.1999509999996,442.339996,682.47998
1993-05-11,3443.3000490000004,442.799988,681.030029
1993-05-12,3468.8000490000004,444.32000700000003,681.799988
1993-05-13,3482.0,444.75,677.909973
1993-05-14,3448.0,439.22000099999997,674.8099980000001
1993-05-17,3437.5,439.55999800000006,678.460022
1993-05-18,3449.899902,440.39001500000006,680.299988
1993-05-19,3444.399902,440.32000700000003,681.76001
1993-05-20,3500.0,447.57000700000003,693.880005
1993-05-21,3523.3000490000004,450.589996,695.960022
1993-05-24,3492.8000490000004,445.839996,692.549988
1993-05-25,3507.8000490000004,448.0,692.929993
1993-05-26,3516.600098,448.85000599999995,695.73999
1993-05-27,3541.0,453.44000199999994,706.369995
1993-05-28,3554.8000490000004,452.410004,701.169983
1993-06-01,3527.399902,450.23001100000005,700.960022
1993-06-02,3552.3000490000004,453.829987,705.159973
1993-06-03,3553.5,453.839996,704.820007
1993-06-04,3544.899902,452.42999299999997,703.320007
1993-06-07,3545.100098,450.07000700000003,701.909973
1993-06-08,3532.100098,447.64999400000005,691.460022
1993-06-09,3510.5,444.709991,687.0
1993-06-10,3511.899902,445.77999900000003,689.099976
1993-06-11,3492.0,445.380005,693.630005
1993-06-14,3505.0,447.26000999999997,694.710022
1993-06-15,3514.100098,447.73001100000005,698.960022
1993-06-16,3492.0,446.26998899999995,697.950012
1993-06-17,3511.6999509999996,447.42999299999997,696.380005
1993-06-18,3528.3000490000004,448.540009,696.130005
1993-06-21,3494.8000490000004,443.67999299999997,688.570007
1993-06-22,3510.8000490000004,446.25,688.659973
1993-06-23,3497.5,445.959991,686.679993
1993-06-24,3466.8000490000004,443.040009,683.299988
1993-06-25,3490.600098,446.619995,689.950012
1993-06-28,3491.1999509999996,447.60000599999995,697.719971
1993-06-29,3530.1999509999996,451.89001500000006,703.570007
1993-06-30,3518.899902,450.69000199999994,703.659973
1993-07-01,3516.100098,450.540009,702.01001
1993-07-02,3510.5,449.01998899999995,702.3900150000001
1993-07-06,3484.0,445.85998499999994,705.5
1993-07-07,3449.899902,441.39999400000005,697.6099849999999
1993-07-08,3475.6999509999996,442.839996,698.929993
1993-07-09,3514.399902,448.64001500000006,701.700012
1993-07-12,3521.100098,448.130005,706.840027
1993-07-13,3524.399902,449.0,707.6900019999999
1993-07-14,3515.399902,448.079987,708.77002
1993-07-15,3542.600098,450.089996,710.340027
1993-07-16,3550.899902,449.07000700000003,705.429993
1993-07-19,3528.3000490000004,445.75,699.3900150000001
1993-07-20,3535.3000490000004,446.02999900000003,697.8599849999999
1993-07-21,3544.8000490000004,447.27999900000003,700.0599980000001
1993-07-22,3555.100098,447.17999299999997,700.830017
1993-07-23,3525.1999509999996,444.540009,697.590027
1993-07-26,3546.6999509999996,447.05999800000006,702.25
1993-07-27,3567.6999509999996,449.0,703.8599849999999
1993-07-28,3565.5,448.25,701.77002
1993-07-29,3553.5,447.19000199999994,706.719971
1993-07-30,3567.100098,450.19000199999994,703.330017
1993-08-02,3539.5,448.130005,706.380005
1993-08-03,3561.0,450.14999400000005,709.27002
1993-08-04,3561.3000490000004,449.26998899999995,708.960022
1993-08-05,3552.100098,448.549988,715.299988
1993-08-06,3549.0,448.130005,716.6099849999999
1993-08-09,3560.399902,448.67999299999997,717.539978
1993-08-10,3576.100098,450.709991,718.73999
1993-08-11,3573.3000490000004,449.60000599999995,718.419983
1993-08-12,3583.399902,450.47000099999997,721.469971
1993-08-13,3569.100098,448.97000099999997,717.679993
1993-08-16,3569.6999509999996,450.25,721.179993
1993-08-17,3579.1999509999996,452.380005,727.3099980000001
1993-08-18,3587.0,453.209991,736.349976
1993-08-19,3604.899902,456.01000999999997,732.659973
1993-08-20,3612.100098,456.51000999999997,729.919983
1993-08-23,3614.600098,456.119995,729.9400019999999
1993-08-24,3606.0,455.23001100000005,731.9400019999999
1993-08-25,3639.0,459.75,735.76001
1993-08-26,3652.100098,460.040009,730.460022
1993-08-27,3648.1999509999996,461.049988,731.539978
1993-08-30,3640.600098,460.540009,735.590027
1993-08-31,3641.3000490000004,461.89999400000005,739.5
1993-09-01,3651.3000490000004,463.549988,743.650024
1993-09-02,3645.100098,463.130005,748.23999
1993-09-03,3626.100098,461.299988,747.8599849999999
1993-09-07,3633.899902,461.339996,749.179993
1993-09-08,3607.100098,458.51998899999995,734.619995
1993-09-09,3588.899902,456.64999400000005,732.1900019999999
1993-09-10,3589.5,457.48999000000003,740.3900150000001
1993-09-13,3621.899902,461.700012,744.210022
1993-09-14,3634.1999509999996,461.92999299999997,734.27002
1993-09-15,3615.8000490000004,459.89999400000005,731.22998
1993-09-16,3633.6999509999996,461.540009,739.349976
1993-09-17,3630.600098,459.42999299999997,739.150024
1993-09-20,3613.3000490000004,458.839996,742.289978
1993-09-21,3575.8000490000004,455.049988,740.320007
1993-09-22,3537.1999509999996,452.94000199999994,737.8900150000001
1993-09-23,3547.0,456.25,748.4400019999999
1993-09-24,3539.8000490000004,457.73999000000003,752.5599980000001
1993-09-27,3543.100098,457.630005,757.950012
1993-09-28,3567.6999509999996,461.839996,760.0
1993-09-29,3566.0,461.60000599999995,765.580017
1993-09-30,3566.3000490000004,460.10998499999994,760.27002
1993-10-01,3555.100098,458.92999299999997,761.619995
1993-10-04,3581.100098,461.27999900000003,763.549988
1993-10-05,3577.8000490000004,461.339996,766.419983
1993-10-06,3587.3000490000004,461.23999000000003,764.380005
1993-10-07,3599.0,460.709991,764.900024
1993-10-08,3583.600098,459.17999299999997,763.530029
1993-10-11,3584.6999509999996,460.30999800000006,766.4400019999999
1993-10-12,3593.399902,461.040009,772.179993
1993-10-13,3593.100098,461.119995,775.23999
1993-10-14,3603.1999509999996,461.549988,782.27002
1993-10-15,3621.600098,466.829987,788.130005
1993-10-18,3629.6999509999996,469.5,788.1099849999999
1993-10-19,3642.3000490000004,468.410004,781.169983
1993-10-20,3635.3000490000004,466.209991,770.97998
1993-10-21,3645.100098,466.05999800000006,768.880005
1993-10-22,3637.3000490000004,465.35998499999994,774.1900019999999
1993-10-25,3649.3000490000004,463.26998899999995,774.119995
1993-10-26,3673.600098,464.200012,768.369995
1993-10-27,3672.5,464.299988,767.349976
1993-10-28,3664.6999509999996,464.51998899999995,772.5
1993-10-29,3687.899902,467.72000099999997,774.780029
1993-11-01,3680.600098,467.829987,780.369995
1993-11-02,3692.600098,469.10000599999995,783.780029
1993-11-03,3697.600098,468.44000199999994,783.950012
1993-11-04,3661.899902,463.01998899999995,770.01001
1993-11-05,3625.0,457.48999000000003,757.26001
1993-11-08,3643.399902,459.57000700000003,763.950012
1993-11-09,3647.899902,460.209991,773.049988
1993-11-10,3640.100098,460.39999400000005,770.75
1993-11-11,3663.600098,463.72000099999997,779.26001
1993-11-12,3663.0,462.64001500000006,779.719971
1993-11-15,3684.5,465.39001500000006,778.76001
1993-11-16,3677.5,463.75,771.789978
1993-11-17,3710.8000490000004,466.73999000000003,769.97998
1993-11-18,3704.350098,464.829987,759.840027
1993-11-19,3685.3000490000004,463.589996,752.179993
1993-11-22,3693.169922,462.60000599999995,746.27002
1993-11-23,3670.3000490000004,459.130005,742.950012
1993-11-24,3674.1999509999996,461.02999900000003,750.9400019999999
1993-11-26,3687.600098,462.35998499999994,753.77002
1993-11-29,3684.0,463.05999800000006,756.400024
1993-11-30,3677.8000490000004,461.89999400000005,751.01001
1993-12-01,3685.100098,461.92999299999997,759.900024
1993-12-02,3697.100098,461.89001500000006,765.409973
1993-12-03,3702.100098,463.130005,768.72998
1993-12-06,3704.100098,464.89001500000006,767.51001
1993-12-07,3710.1999509999996,466.42999299999997,770.880005
1993-12-08,3718.899902,465.880005,766.159973
1993-12-09,3734.5,466.290009,764.419983
1993-12-10,3729.8000490000004,464.17999299999997,760.3599849999999
1993-12-13,3740.6999509999996,463.92999299999997,759.780029
1993-12-14,3764.399902,465.73001100000005,758.8599849999999
1993-12-15,3742.600098,463.05999800000006,751.26001
1993-12-16,3716.899902,461.85998499999994,754.820007
1993-12-17,3726.100098,463.339996,758.710022
1993-12-20,3751.600098,466.380005,759.650024
1993-12-21,3755.1999509999996,465.839996,758.280029
1993-12-22,3745.1999509999996,465.079987,752.450012
1993-12-23,3762.1999509999996,467.299988,757.619995
1993-12-27,3757.6999509999996,467.39999400000005,758.75
1993-12-28,3792.899902,470.60998499999994,761.0
1993-12-29,3793.8000490000004,470.880005,764.099976
1993-12-30,3794.3000490000004,470.579987,768.6400150000001
1993-12-31,3775.899902,468.660004,771.419983
1994-01-03,3754.100098,466.51000999999997,774.1099849999999
1994-01-04,3756.600098,465.44000199999994,771.429993
1994-01-05,3783.899902,466.89001500000006,775.22998
1994-01-06,3798.8000490000004,467.549988,780.3599849999999
1994-01-07,3803.899902,467.089996,779.289978
1994-01-10,3820.8000490000004,469.89999400000005,783.049988
1994-01-11,3864.9499509999996,475.26998899999995,785.929993
1994-01-12,3850.3000490000004,474.130005,788.200012
1994-01-13,3848.3000490000004,474.170013,784.3599849999999
1994-01-14,3842.399902,472.5,789.98999
1994-01-17,3867.1999509999996,474.910004,791.679993
1994-01-18,3870.3000490000004,473.299988,791.9400019999999
1994-01-19,3870.3000490000004,474.25,789.6400150000001
1994-01-20,3884.399902,474.299988,790.320007
1994-01-21,3892.0,474.98001100000005,794.3099980000001
1994-01-24,3914.5,474.72000099999997,793.8900150000001
1994-01-25,3912.8000490000004,471.97000099999997,789.97998
1994-01-26,3895.3000490000004,470.920013,785.130005
1994-01-27,3908.0,473.200012,789.130005
1994-01-28,3926.3000490000004,477.049988,795.030029
1994-01-31,3945.429932,478.700012,797.77002
1994-02-01,3978.399902,481.60000599999995,798.419983
1994-02-02,3964.0,479.619995,796.960022
1994-02-03,3975.5,481.959991,798.4400019999999
1994-02-04,3967.6999509999996,480.67999299999997,797.23999
1994-02-07,3871.399902,469.80999800000006,770.6400150000001
1994-02-08,3906.3000490000004,471.76000999999997,780.27002
1994-02-09,3906.0,471.049988,783.47998
1994-02-10,3931.899902,472.80999800000006,788.150024
1994-02-11,3895.3000490000004,468.92999299999997,781.030029
1994-02-14,3894.8000490000004,470.17999299999997,783.6099849999999
1994-02-15,3904.100098,470.23001100000005,786.380005
1994-02-16,3928.3000490000004,472.52999900000003,792.6400150000001
1994-02-17,3937.3000490000004,472.790009,796.1400150000001
1994-02-18,3922.600098,470.290009,791.469971
1994-02-22,3887.5,467.69000199999994,787.409973
1994-02-23,3911.6999509999996,471.48001100000005,792.6400150000001
1994-02-24,3890.8000490000004,470.64999400000005,780.76001
1994-02-25,3839.899902,464.329987,781.710022
1994-02-28,3838.8000490000004,466.07000700000003,788.23999
1994-03-01,3832.0,467.19000199999994,792.099976
1994-03-02,3809.1999509999996,464.39999400000005,773.01001
1994-03-03,3831.6999509999996,464.80999800000006,784.599976
1994-03-04,3824.399902,463.02999900000003,786.900024
1994-03-07,3832.3000490000004,464.73999000000003,793.630005
1994-03-08,3856.1999509999996,466.920013,794.090027
1994-03-09,3851.6999509999996,465.94000199999994,792.960022
1994-03-10,3853.399902,467.079987,793.869995
1994-03-11,3830.600098,463.85998499999994,786.659973
1994-03-14,3862.6999509999996,466.44000199999994,790.469971
1994-03-15,3863.0,467.39001500000006,794.460022
1994-03-16,3849.600098,467.040009,794.8099980000001
1994-03-17,3848.1999509999996,469.420013,800.3900150000001
1994-03-18,3865.100098,470.89001500000006,799.210022
1994-03-21,3895.6999509999996,471.05999800000006,800.159973
1994-03-22,3864.899902,468.39999400000005,795.909973
1994-03-23,3862.600098,468.89001500000006,798.880005
1994-03-24,3869.459961,468.57000700000003,793.650024
1994-03-25,3821.100098,464.35000599999995,785.8099980000001
1994-03-28,3774.6999509999996,460.579987,780.01001
1994-03-29,3762.399902,460.0,770.409973
1994-03-30,3699.0,452.48001100000005,746.130005
1994-03-31,3626.8000490000004,445.549988,743.919983
1994-04-04,3634.5,445.660004,723.0599980000001
1994-04-05,3593.929932,439.14001500000006,739.549988
1994-04-06,3675.399902,448.290009,751.549988
1994-04-07,3679.6999509999996,448.10998499999994,750.969971
1994-04-08,3693.3000490000004,450.89001500000006,753.22998
1994-04-11,3674.3000490000004,447.119995,747.5
1994-04-12,3688.8000490000004,449.829987,746.169983
1994-04-13,3681.6999509999996,447.630005,740.47998
1994-04-14,3661.5,446.26000999999997,727.380005
1994-04-15,3663.3000490000004,446.380005,728.219971
1994-04-18,3661.5,446.26998899999995,731.119995
1994-04-19,3620.399902,442.540009,722.349976
1994-04-20,3619.8000490000004,442.540009,716.320007
1994-04-21,3599.3000490000004,441.959991,709.619995
1994-04-22,3652.5,448.73001100000005,721.840027
1994-04-25,3648.6999509999996,447.64001500000006,723.849976
1994-04-26,3705.8000490000004,452.709991,733.530029
1994-04-28,3699.5,451.839996,736.030029
1994-04-29,3668.3000490000004,449.07000700000003,729.72998
1994-05-02,3681.6999509999996,450.910004,733.969971
1994-05-03,3701.0,453.05999800000006,741.849976
1994-05-04,3714.399902,453.040009,739.380005
1994-05-05,3697.8000490000004,451.72000099999997,741.3599849999999
1994-05-06,3695.669922,451.369995,732.1900019999999
1994-05-09,3669.5,447.82000700000003,729.960022
1994-05-10,3629.3400880000004,442.369995,727.400024
1994-05-11,3656.399902,446.02999900000003,724.539978
1994-05-12,3629.639893,441.5,721.169983
1994-05-13,3652.8000490000004,443.619995,717.320007
1994-05-16,3659.6999509999996,444.14999400000005,715.22998
1994-05-17,3671.5,444.48999000000003,708.409973
1994-05-18,3720.600098,449.39001500000006,715.5
1994-05-19,3732.899902,453.69000199999994,723.26001
1994-05-20,3759.0,456.48001100000005,727.210022
1994-05-23,3765.6999509999996,454.920013,727.599976
1994-05-24,3742.399902,453.209991,727.8900150000001
1994-05-25,3745.1999509999996,454.839996,729.0599980000001
1994-05-26,3755.3000490000004,456.329987,733.869995
1994-05-27,3753.5,457.02999900000003,730.51001
1994-05-31,3757.100098,457.32000700000003,730.830017
1994-06-01,3758.399902,456.5,733.179993
1994-06-02,3760.8000490000004,457.619995,737.650024
1994-06-03,3759.0,457.64999400000005,738.599976
1994-06-06,3772.1999509999996,460.130005,743.289978
1994-06-07,3768.5,458.880005,742.469971
1994-06-08,3755.899902,458.209991,737.960022
1994-06-09,3749.5,457.05999800000006,730.1099849999999
1994-06-10,3753.100098,457.85998499999994,730.0599980000001
1994-06-13,3773.5,458.670013,733.130005
1994-06-14,3783.429932,459.10000599999995,733.8900150000001
1994-06-15,3814.8000490000004,462.380005,738.0
1994-06-16,3790.399902,460.60998499999994,733.450012
1994-06-17,3811.3000490000004,461.92999299999997,735.450012
1994-06-20,3776.100098,458.450012,726.450012
1994-06-21,3741.580078,455.48001100000005,716.419983
1994-06-22,3708.0,451.39999400000005,710.52002
1994-06-23,3724.8000490000004,453.089996,712.909973
1994-06-24,3698.7700200000004,449.630005,699.780029
1994-06-27,3636.899902,442.77999900000003,694.159973
1994-06-28,3685.5,447.35998499999994,704.130005
1994-06-29,3669.600098,446.049988,702.580017
1994-06-30,3667.100098,447.630005,705.75
1994-07-01,3625.0,444.26998899999995,706.289978
1994-07-05,3646.600098,446.200012,706.72998
1994-07-06,3652.5,446.290009,702.469971
1994-07-07,3674.5,446.14999400000005,701.47998
1994-07-08,3688.399902,448.380005,705.599976
1994-07-11,3709.100098,449.55999800000006,708.460022
1994-07-12,3703.0,448.01998899999995,707.320007
1994-07-13,3702.6999509999996,448.02999900000003,710.880005
1994-07-14,3705.899902,448.73001100000005,720.349976
1994-07-15,3739.3000490000004,453.27999900000003,721.6400150000001
1994-07-18,3753.8000490000004,454.410004,722.299988
1994-07-19,3755.399902,455.22000099999997,722.700012
1994-07-20,3748.3000490000004,453.89001500000006,719.570007
1994-07-21,3727.3000490000004,451.60000599999995,713.320007
1994-07-22,3732.399902,452.60998499999994,716.76001
1994-07-25,3735.0,453.10000599999995,716.659973
1994-07-26,3741.8400880000004,454.25,717.099976
1994-07-27,3735.6999509999996,453.35998499999994,715.799988
1994-07-28,3720.5,452.57000700000003,712.0599980000001
1994-07-29,3730.830078,454.25,713.929993
1994-08-01,3764.5,458.27999900000003,722.840027
1994-08-02,3798.1999509999996,461.01000999999997,725.330017
1994-08-03,3796.1999509999996,460.64999400000005,725.280029
1994-08-04,3792.0,461.450012,724.409973
1994-08-05,3765.790039,458.339996,718.659973
1994-08-08,3747.0200200000004,457.079987,717.72998
1994-08-09,3753.8000490000004,457.89001500000006,720.460022
1994-08-10,3756.100098,457.98001100000005,722.869995
1994-08-11,3766.8000490000004,460.30999800000006,727.6400150000001
1994-08-12,3750.899902,458.880005,729.429993
1994-08-15,3768.6999509999996,461.97000099999997,732.1099849999999
1994-08-16,3760.3000490000004,461.22000099999997,733.3900150000001
1994-08-17,3784.600098,465.10998499999994,737.01001
1994-08-18,3776.4799799999996,465.10000599999995,742.27002
1994-08-19,3755.399902,463.25,743.460022
1994-08-22,3755.100098,463.60998499999994,741.76001
1994-08-23,3751.1999509999996,462.39001500000006,743.320007
1994-08-24,3775.830078,464.51000999999997,748.130005
1994-08-25,3846.6999509999996,469.07000700000003,752.1900019999999
1994-08-26,3829.899902,468.079987,756.5
1994-08-29,3881.399902,473.89001500000006,763.4400019999999
1994-08-30,3898.899902,474.589996,762.700012
1994-08-31,3917.3000490000004,476.07000700000003,765.72998
1994-09-01,3913.100098,475.48999000000003,763.0
1994-09-02,3901.399902,473.200012,759.52002
1994-09-06,3885.600098,471.0,759.01001
1994-09-07,3898.6999509999996,471.85998499999994,760.51001
1994-09-08,3886.3000490000004,470.959991,764.73999
1994-09-09,3907.780029,473.130005,766.210022
1994-09-12,3874.8000490000004,468.17999299999997,763.5599980000001
1994-09-13,3861.0200200000004,466.26998899999995,761.8599849999999
1994-09-14,3879.899902,467.549988,766.280029
1994-09-15,3895.3000490000004,468.799988,768.409973
1994-09-16,3953.5,474.80999800000006,777.72998
1994-09-19,3933.399902,471.209991,778.130005
1994-09-20,3936.3798829999996,470.829987,775.820007
1994-09-21,3869.100098,463.420013,767.130005
1994-09-22,3851.600098,461.450012,761.799988
1994-09-23,3837.100098,461.26998899999995,759.880005
1994-09-26,3831.8000490000004,459.64999400000005,756.950012
1994-09-27,3849.1999509999996,460.82000700000003,755.1400150000001
1994-09-28,3863.040039,462.10000599999995,756.119995
1994-09-29,3878.179932,464.839996,759.700012
1994-09-30,3854.600098,462.26998899999995,760.340027
1994-10-03,3843.1999509999996,462.69000199999994,764.469971
1994-10-04,3846.899902,461.76998899999995,761.039978
1994-10-05,3801.100098,454.589996,746.1900019999999
1994-10-06,3787.3000490000004,453.51998899999995,747.950012
1994-10-07,3775.600098,452.369995,745.22998
1994-10-10,3798.100098,455.119995,751.330017
1994-10-11,3821.320068,459.040009,758.369995
1994-10-12,3876.8000490000004,465.77999900000003,765.320007
1994-10-13,3876.830078,465.55999800000006,770.099976
1994-10-14,3889.899902,467.77999900000003,768.349976
1994-10-17,3910.5,469.10998499999994,767.070007
1994-10-18,3923.899902,469.01998899999995,766.73999
1994-10-19,3917.5,467.69000199999994,765.450012
1994-10-20,3936.0,470.369995,771.830017
1994-10-21,3911.100098,466.69000199999994,767.4400019999999
1994-10-24,3891.3000490000004,464.89001500000006,766.219971
1994-10-25,3855.3000490000004,460.829987,757.22998
1994-10-26,3850.600098,461.549988,759.070007
1994-10-27,3848.9099119999996,462.67999299999997,763.780029
1994-10-28,3875.100098,465.839996,767.780029
1994-10-31,3930.6999509999996,473.76000999999997,775.869995
1994-11-01,3907.780029,472.26000999999997,776.25
1994-11-02,3863.399902,468.410004,772.26001
1994-11-03,3837.100098,466.5,772.6099849999999
1994-11-04,3845.899902,467.959991,772.700012
1994-11-07,3807.5,462.30999800000006,766.219971
1994-11-08,3808.899902,463.079987,762.6099849999999
1994-11-09,3810.600098,465.64999400000005,770.77002
1994-11-10,3831.8000490000004,465.39999400000005,766.5
1994-11-11,3821.649902,464.170013,763.9400019999999
1994-11-14,3801.5,462.44000199999994,763.6099849999999
1994-11-15,3829.6999509999996,466.040009,768.72998
1994-11-16,3826.399902,465.05999800000006,769.72998
1994-11-17,3845.1999509999996,465.709991,770.349976
1994-11-18,3828.0500490000004,463.60000599999995,766.570007
1994-11-21,3815.3000490000004,461.69000199999994,767.030029
1994-11-22,3769.5,457.950012,756.570007
1994-11-23,3678.0,450.01000999999997,738.330017
1994-11-25,3674.600098,449.94000199999994,737.219971
1994-11-28,3708.3000490000004,452.26000999999997,743.080017
1994-11-29,3739.600098,454.23001100000005,746.469971
1994-11-30,3738.600098,455.170013,751.4400019999999
1994-12-01,3739.1999509999996,453.549988,748.830017
1994-12-02,3700.899902,448.920013,741.98999
1994-12-05,3745.600098,453.299988,745.530029
1994-12-06,3741.899902,453.290009,744.6099849999999
1994-12-07,3744.899902,453.10998499999994,740.23999
1994-12-08,3735.5,451.23001100000005,734.73999
1994-12-09,3685.6999509999996,445.450012,719.26001
1994-12-12,3691.100098,446.950012,719.23999
1994-12-13,3718.399902,449.51998899999995,719.919983
1994-12-14,3715.3000490000004,450.049988,719.099976
1994-12-15,3746.3000490000004,454.97000099999997,727.039978
1994-12-16,3765.8000490000004,455.35000599999995,730.830017
1994-12-19,3806.850098,458.77999900000003,728.75
1994-12-20,3790.6999509999996,458.079987,729.570007
1994-12-21,3768.1999509999996,457.23999000000003,729.719971
1994-12-22,3801.8000490000004,459.619995,737.26001
1994-12-23,3814.899902,459.700012,739.030029
1994-12-27,3833.8000490000004,459.85000599999995,743.599976
1994-12-28,3861.6999509999996,462.47000099999997,746.3900150000001
1994-12-29,3839.5,460.920013,742.969971
1994-12-30,3833.399902,461.170013,749.26001
1995-01-03,3834.399902,459.209991,751.3099980000001
1995-01-04,3838.5,459.130005,744.77002
1995-01-05,3857.600098,460.73001100000005,746.869995
1995-01-06,3850.899902,460.380005,746.27002
1995-01-09,3867.399902,460.670013,750.1900019999999
1995-01-10,3861.399902,460.89999400000005,754.27002
1995-01-11,3866.6999509999996,461.67999299999997,758.1400150000001
1995-01-12,3862.0,461.64001500000006,755.659973
1995-01-13,3859.0,461.64001500000006,758.3599849999999
1995-01-16,3908.5,465.97000099999997,762.299988
1995-01-17,3932.3000490000004,469.380005,769.169983
1995-01-18,3930.6999509999996,470.049988,773.01001
1995-01-19,3928.3000490000004,469.72000099999997,772.340027
1995-01-20,3882.1999509999996,466.950012,767.98999
1995-01-23,3869.399902,464.77999900000003,759.320007
1995-01-24,3867.399902,465.80999800000006,760.52002
1995-01-25,3862.6999509999996,465.85998499999994,759.6900019999999
1995-01-26,3871.399902,467.44000199999994,761.049988
1995-01-27,3870.399902,468.32000700000003,758.8599849999999
1995-01-30,3858.0,470.39001500000006,759.630005
1995-01-31,3832.100098,468.51000999999997,752.849976
1995-02-01,3843.899902,470.420013,756.679993
1995-02-02,3847.600098,470.39999400000005,758.159973
1995-02-03,3872.1201170000004,472.77999900000003,766.51001
1995-02-06,3928.600098,478.64001500000006,772.820007
1995-02-07,3937.6999509999996,481.14001500000006,779.789978
1995-02-08,3937.399902,480.80999800000006,780.1900019999999
1995-02-09,3935.399902,481.19000199999994,785.039978
1995-02-10,3932.6999509999996,480.19000199999994,786.409973
1995-02-13,3939.100098,481.459991,789.700012
1995-02-14,3954.1999509999996,481.64999400000005,790.1400150000001
1995-02-15,3958.3000490000004,482.549988,790.76001
1995-02-16,3986.1999509999996,484.55999800000006,796.02002
1995-02-17,3969.6899409999996,485.14999400000005,791.98999
1995-02-21,3953.5,481.950012,787.72998
1995-02-22,3964.0,482.73999000000003,783.960022
1995-02-23,3973.7299799999996,485.07000700000003,789.26001
1995-02-24,4003.3000490000004,486.82000700000003,790.799988
1995-02-27,4011.6999509999996,488.26000999999997,789.549988
1995-02-28,3988.600098,483.80999800000006,785.530029
1995-03-01,4011.100098,487.39001500000006,794.330017
1995-03-02,3994.8000490000004,485.64999400000005,792.400024
1995-03-03,3979.899902,485.130005,793.210022
1995-03-06,3989.600098,485.420013,796.530029
1995-03-07,3997.600098,485.630005,797.869995
1995-03-08,3962.600098,482.119995,793.049988
1995-03-09,3979.1999509999996,483.14001500000006,796.47998
1995-03-10,3984.100098,483.160004,795.960022
1995-03-13,4035.600098,489.57000700000003,802.219971
1995-03-14,4025.600098,490.049988,804.460022
1995-03-15,4048.8000490000004,492.89001500000006,807.97998
1995-03-16,4038.399902,491.869995,807.179993
1995-03-17,4069.1999509999996,495.42999299999997,811.030029
1995-03-20,4073.6999509999996,495.51998899999995,808.349976
1995-03-21,4083.6999509999996,496.14999400000005,811.0599980000001
1995-03-22,4072.600098,495.07000700000003,808.650024
1995-03-23,4083.0,495.670013,809.299988
1995-03-24,4087.8000490000004,496.07000700000003,812.960022
1995-03-27,4138.700195,500.97000099999997,817.880005
1995-03-28,4156.649902,503.19000199999994,822.909973
1995-03-29,4151.799805,503.920013,826.099976
1995-03-30,4160.799805,503.170013,820.650024
1995-03-31,4172.200195,501.94000199999994,813.23999
1995-04-03,4157.700195,500.700012,816.0599980000001
1995-04-04,4168.410156,501.85000599999995,817.0599980000001
1995-04-05,4201.600098,505.26998899999995,813.679993
1995-04-06,4200.600098,505.630005,816.929993
1995-04-07,4205.399902,506.130005,814.840027
1995-04-10,4192.600098,506.299988,814.4400019999999
1995-04-11,4198.200195,507.23999000000003,824.119995
1995-04-12,4187.100098,505.589996,825.48999
1995-04-13,4197.799805,507.19000199999994,829.0599980000001
1995-04-17,4208.200195,509.23001100000005,835.150024
1995-04-18,4195.399902,506.42999299999997,833.369995
1995-04-19,4179.100098,505.369995,825.070007
1995-04-20,4207.5,504.920013,817.8900150000001
1995-04-21,4231.399902,505.630005,821.3900150000001
1995-04-24,4270.100098,508.48999000000003,823.25
1995-04-25,4304.0,512.799988,829.619995
1995-04-26,4300.200195,511.98999000000003,830.469971
1995-04-27,4299.799805,512.700012,837.150024
1995-04-28,4314.700195,513.6400150000001,841.659973
1995-05-01,4321.299805,514.76001,844.7199710000001
1995-05-02,4316.100098,514.22998,841.929993
1995-05-03,4328.899902,514.929993,842.75
1995-05-04,4373.100098,520.47998,851.5
1995-05-05,4359.700195,520.75,849.070007
1995-05-08,4343.399902,520.090027,843.4799800000001
1995-05-09,4383.899902,523.960022,850.419983
1995-05-10,4390.799805,523.73999,850.4799800000001
1995-05-11,4404.600098,524.330017,847.1199949999999
1995-05-12,4411.200195,524.369995,853.73999
1995-05-15,4430.600098,525.549988,859.73999
1995-05-16,4437.5,527.73999,863.3900150000001
1995-05-17,4435.0,528.1900019999999,869.5
